warehouse_id,date,picks_per_hour,lines_per_hour,receiving_volume,outbound_volume,labor_hours,errors,rework
CFC,2022-10-09,65.46,66.63,870,980,419.29,4,1
CFC,2022-10-10,85.45,96.85,906,850,491.41,2,1
CFC,2022-10-11,97.68,91.95,868,895,308.45,4,1
CFC,2022-10-12,59.5,66.79,872,1367,384.43,3,1
CFC,2022-10-13,59.44,66.39,848,876,498.05,1,0
CFC,2022-10-14,46.52,54.03,583,698,629.06,2,1
CFC,2022-10-15,80.24,93.13,1042,1086,480.33,2,1
CFC,2022-10-16,61.07,73.14,807,1199,556.84,0,0
CFC,2022-10-17,81.36,70.86,1047,1055,729.55,2,1
CFC,2022-10-18,87.88,86.7,681,877,518.17,9,7
CFC,2022-10-19,89.83,103.0,757,878,278.64,1,0
CFC,2022-10-20,61.54,59.55,615,1092,611.47,1,0
CFC,2022-10-21,67.27,77.61,805,869,539.99,2,1
CFC,2022-10-22,78.23,89.6,1160,631,437.83,6,3
CFC,2022-10-23,65.6,70.51,885,713,293.72,6,4
CFC,2022-10-24,84.96,85.74,694,968,485.57,5,3
CFC,2022-10-25,95.95,91.19,1185,975,558.34,1,0
CFC,2022-10-26,79.15,77.31,861,1104,514.79,3,1
CFC,2022-10-27,95.15,92.21,598,1018,561.33,2,0
CFC,2022-10-28,98.14,114.15,747,942,550.38,2,1
CFC,2022-10-29,65.1,61.22,635,849,310.16,1,0
CFC,2022-10-30,81.4,95.07,718,740,253.88,5,1
CFC,2022-10-31,71.28,81.1,892,542,575.48,2,1
CFC,2022-11-01,77.35,76.89,1410,815,535.85,5,2
CFC,2022-11-02,91.94,94.16,1652,1731,471.39,1,0
CFC,2022-11-03,85.09,87.72,988,268,458.33,1,0
CFC,2022-11-04,104.84,123.12,1426,773,641.3,3,1
CFC,2022-11-05,92.89,80.83,1342,1172,532.83,2,1
CFC,2022-11-06,70.31,59.64,944,1283,707.8,4,3
CFC,2022-11-07,75.92,83.33,1419,1162,680.01,3,1
CFC,2022-11-08,66.75,63.2,1102,1359,599.45,3,2
CFC,2022-11-09,69.39,68.03,1243,1541,689.35,3,1
CFC,2022-11-10,89.8,107.65,1177,1525,492.48,3,1
CFC,2022-11-11,107.93,95.17,936,1152,577.38,3,1
CFC,2022-11-12,104.57,92.72,874,1098,533.24,4,1
CFC,2022-11-13,74.9,83.15,1287,1030,292.76,3,1
CFC,2022-11-14,87.9,83.92,725,1051,485.64,2,1
CFC,2022-11-15,72.4,75.83,1206,1593,818.64,2,0
CFC,2022-11-16,73.55,60.45,1188,1303,719.42,9,5
CFC,2022-11-17,104.66,104.92,984,1435,580.68,1,0
CFC,2022-11-18,49.33,49.88,1017,1093,499.64,3,1
CFC,2022-11-19,82.43,97.25,859,1844,633.9,6,1
CFC,2022-11-20,92.78,75.13,983,1029,714.87,6,2
CFC,2022-11-21,87.89,95.55,1211,1880,691.72,2,0
CFC,2022-11-22,81.14,75.57,480,1914,740.23,3,2
CFC,2022-11-23,69.57,72.07,1220,1287,569.91,4,1
CFC,2022-11-24,77.27,66.3,829,1451,657.33,2,1
CFC,2022-11-25,91.83,80.19,1278,1270,756.53,1,0
CFC,2022-11-26,62.68,65.73,638,1021,610.85,6,4
CFC,2022-11-27,94.38,78.3,1410,882,508.48,5,1
CFC,2022-11-28,78.04,79.93,1087,1403,527.91,3,1
CFC,2022-11-29,99.19,87.26,687,1274,425.38,4,2
CFC,2022-11-30,101.78,105.0,1383,1765,799.1,0,0
CFC,2022-12-01,84.17,87.83,1407,1287,827.95,1,0
CFC,2022-12-02,81.35,81.12,1326,1840,431.87,0,0
CFC,2022-12-03,77.01,82.77,1279,955,580.33,4,3
CFC,2022-12-04,93.3,80.87,1246,1567,320.89,5,3
CFC,2022-12-05,94.33,100.55,1370,1239,469.92,2,0
CFC,2022-12-06,87.11,79.5,1612,1439,822.01,5,2
CFC,2022-12-07,92.72,110.73,1083,1227,583.92,5,2
CFC,2022-12-08,56.75,64.35,1231,1293,582.18,1,0
CFC,2022-12-09,53.53,50.47,710,1145,574.75,2,1
CFC,2022-12-10,63.79,54.54,871,1084,627.93,2,1
CFC,2022-12-11,77.65,68.15,915,1444,548.67,3,1
CFC,2022-12-12,63.37,71.65,800,1257,663.6,0,0
CFC,2022-12-13,88.85,96.55,1253,1007,574.72,4,2
CFC,2022-12-14,72.56,67.02,1019,1484,664.42,4,3
CFC,2022-12-15,51.73,56.03,1382,1075,401.96,1,0
CFC,2022-12-16,82.52,81.11,1421,803,528.94,5,2
CFC,2022-12-17,90.84,86.1,1480,1339,716.52,2,1
CFC,2022-12-18,96.06,95.9,1274,1449,611.9,4,1
CFC,2022-12-19,97.48,115.31,924,1439,640.79,3,1
CFC,2022-12-20,85.23,88.6,1543,1578,664.56,3,2
CFC,2022-12-21,62.7,61.83,1008,1068,602.19,4,1
CFC,2022-12-22,68.9,78.15,1095,424,565.17,3,1
CFC,2022-12-23,77.44,67.72,1166,858,469.13,4,1
CFC,2022-12-24,73.89,77.14,1331,961,545.41,3,2
CFC,2022-12-25,102.26,111.38,1211,1041,422.32,4,1
CFC,2022-12-26,85.97,100.33,1027,1707,752.31,4,2
CFC,2022-12-27,93.94,103.26,1556,1295,848.34,1,0
CFC,2022-12-28,63.13,54.11,1341,1421,711.65,4,3
CFC,2022-12-29,76.38,79.6,741,1908,700.55,4,1
CFC,2022-12-30,56.12,63.82,1434,1565,682.22,1,0
CFC,2022-12-31,68.82,59.35,1121,1495,763.36,4,1
CFC,2023-01-01,95.6,81.78,915,881,543.57,2,1
CFC,2023-01-02,90.29,96.38,882,703,379.13,3,2
CFC,2023-01-03,81.06,93.48,498,780,594.92,0,0
CFC,2023-01-04,87.14,79.51,446,1161,704.92,1,0
CFC,2023-01-05,66.99,63.7,1048,760,565.1,2,0
CFC,2023-01-06,76.87,69.21,655,809,472.89,8,6
CFC,2023-01-07,73.27,64.25,577,654,449.7,6,4
CFC,2023-01-08,79.39,81.06,820,908,579.54,5,1
CFC,2023-01-09,94.96,101.76,776,983,469.86,2,1
CFC,2023-01-10,83.21,68.86,745,1117,630.03,0,0
CFC,2023-01-11,63.22,74.27,1006,1279,521.36,5,1
CFC,2023-01-12,81.46,89.17,785,764,535.68,1,0
CFC,2023-01-13,73.59,83.8,659,771,458.15,8,3
CFC,2023-01-14,91.25,92.24,1369,969,515.77,5,2
CFC,2023-01-15,100.83,111.75,931,1017,623.6,5,2
CFC,2023-01-16,105.37,92.69,640,837,532.55,4,1
CFC,2023-01-17,91.21,92.4,842,459,608.06,2,1
CFC,2023-01-18,83.92,70.12,873,729,361.25,8,3
CFC,2023-01-19,68.84,58.03,616,700,300.92,2,1
CFC,2023-01-20,99.33,85.02,1277,869,490.79,0,0
CFC,2023-01-21,56.92,66.0,913,678,423.62,2,1
CFC,2023-01-22,99.33,91.75,521,1280,587.8,2,1
CFC,2023-01-23,82.84,95.95,997,1131,724.88,4,2
CFC,2023-01-24,64.46,71.39,1138,424,161.99,4,1
CFC,2023-01-25,84.24,87.03,365,872,538.69,1,0
CFC,2023-01-26,72.77,68.41,868,761,535.1,3,1
CFC,2023-01-27,85.77,98.32,750,1152,349.51,5,2
CFC,2023-01-28,84.86,73.68,690,930,578.3,5,2
CFC,2023-01-29,68.53,71.97,853,606,372.54,4,2
CFC,2023-01-30,98.26,109.9,1151,627,752.37,3,1
CFC,2023-01-31,65.79,69.85,770,702,311.55,4,3
CFC,2023-02-01,82.44,78.73,892,781,480.22,4,2
CFC,2023-02-02,57.13,54.94,655,1108,528.38,5,3
CFC,2023-02-03,91.37,104.58,800,911,686.09,1,0
CFC,2023-02-04,72.25,83.79,880,1259,454.5,3,1
CFC,2023-02-05,109.22,98.97,979,581,582.35,2,1
CFC,2023-02-06,53.13,56.73,1003,797,443.2,3,1
CFC,2023-02-07,94.27,75.94,896,1178,586.74,1,0
CFC,2023-02-08,97.48,92.67,812,1273,645.62,3,1
CFC,2023-02-09,86.89,90.15,509,964,441.95,2,1
CFC,2023-02-10,68.94,65.14,409,1092,603.4,2,1
CFC,2023-02-11,85.64,77.61,591,1009,758.74,2,0
CFC,2023-02-12,74.72,66.01,1222,700,569.76,2,1
CFC,2023-02-13,82.67,93.68,666,1312,510.7,3,1
CFC,2023-02-14,98.2,104.2,875,572,557.05,3,2
CFC,2023-02-15,68.31,56.28,711,951,404.91,4,3
CFC,2023-02-16,64.02,52.53,487,954,690.28,4,2
CFC,2023-02-17,92.11,84.98,666,877,507.28,5,3
CFC,2023-02-18,67.48,76.94,853,932,711.11,7,3
CFC,2023-02-19,66.41,78.12,911,729,762.63,4,1
CFC,2023-02-20,94.05,91.57,670,860,333.39,2,1
CFC,2023-02-21,77.93,91.51,783,811,683.69,3,2
CFC,2023-02-22,88.17,86.45,605,1225,457.21,6,3
CFC,2023-02-23,60.6,52.25,936,1018,516.13,3,1
CFC,2023-02-24,81.99,76.26,797,1157,463.78,3,1
CFC,2023-02-25,77.96,83.5,868,706,532.72,4,2
CFC,2023-02-26,89.96,85.38,736,1116,351.45,1,0
CFC,2023-02-27,85.25,86.27,761,831,435.25,2,1
CFC,2023-02-28,63.19,51.13,612,851,440.45,1,0
CFC,2023-03-01,91.6,87.39,550,582,504.81,0,0
CFC,2023-03-02,72.34,66.83,885,872,577.83,2,1
CFC,2023-03-03,72.55,70.64,1058,1227,282.59,2,1
CFC,2023-03-04,77.03,80.92,919,924,484.09,4,1
CFC,2023-03-05,84.85,89.24,425,726,667.81,5,1
CFC,2023-03-06,83.48,81.58,529,631,546.13,2,1
CFC,2023-03-07,63.81,52.78,790,679,503.75,7,3
CFC,2023-03-08,84.31,82.46,713,603,265.91,2,1
CFC,2023-03-09,59.7,69.44,919,969,394.95,1,0
CFC,2023-03-10,77.13,81.66,684,718,433.77,5,3
CFC,2023-03-11,63.0,52.76,806,810,562.23,3,1
CFC,2023-03-12,47.1,55.93,989,938,357.63,3,1
CFC,2023-03-13,71.67,84.33,910,551,513.94,0,0
CFC,2023-03-14,80.9,74.76,1068,1112,681.41,3,1
CFC,2023-03-15,89.27,104.72,1144,965,538.49,5,2
CFC,2023-03-16,88.43,103.82,596,504,414.02,6,4
CFC,2023-03-17,108.11,126.56,769,1057,365.29,4,2
CFC,2023-03-18,88.48,79.91,436,1097,559.9,6,2
CFC,2023-03-19,82.28,69.23,822,1329,319.35,3,2
CFC,2023-03-20,78.06,64.63,931,843,628.58,4,2
CFC,2023-03-21,74.77,88.38,346,1116,432.66,1,0
CFC,2023-03-22,78.5,66.88,799,938,574.77,2,0
CFC,2023-03-23,51.2,56.44,896,911,423.73,4,1
CFC,2023-03-24,60.06,52.62,829,823,520.41,6,1
CFC,2023-03-25,79.2,86.93,1106,918,370.38,7,4
CFC,2023-03-26,96.87,91.09,896,841,694.13,2,0
CFC,2023-03-27,99.56,95.8,732,202,280.95,1,0
CFC,2023-03-28,64.5,77.34,887,769,468.1,3,1
CFC,2023-03-29,70.77,70.44,814,855,447.55,4,3
CFC,2023-03-30,59.43,60.87,743,1014,513.29,1,0
CFC,2023-03-31,70.57,58.6,875,963,414.15,2,1
CFC,2023-04-01,86.65,95.91,590,956,560.74,3,1
CFC,2023-04-02,54.62,59.83,460,1194,577.68,2,1
CFC,2023-04-03,98.28,107.18,633,936,477.96,2,1
CFC,2023-04-04,79.54,81.84,742,785,200.89,3,2
CFC,2023-04-05,63.55,60.72,951,898,575.8,7,4
CFC,2023-04-06,72.38,81.55,399,1085,169.48,4,2
CFC,2023-04-07,65.39,76.19,1049,1028,571.29,3,1
CFC,2023-04-08,89.12,95.61,672,945,505.87,5,3
CFC,2023-04-09,68.77,66.69,949,664,566.55,8,2
CFC,2023-04-10,82.11,78.42,796,431,622.84,2,0
CFC,2023-04-11,85.2,77.81,1188,968,482.77,2,1
CFC,2023-04-12,76.35,64.92,823,1268,547.99,1,0
CFC,2023-04-13,64.3,67.51,615,979,776.87,5,2
CFC,2023-04-14,68.13,58.86,1117,1035,400.41,2,1
CFC,2023-04-15,92.11,86.98,901,1040,520.34,3,2
CFC,2023-04-16,86.48,97.74,848,1087,436.07,2,0
CFC,2023-04-17,107.32,113.0,819,1163,618.21,5,3
CFC,2023-04-18,60.46,61.45,940,944,686.89,4,2
CFC,2023-04-19,78.25,84.3,497,869,506.25,4,1
CFC,2023-04-20,79.5,79.44,646,1016,567.64,4,1
CFC,2023-04-21,61.95,51.63,1370,729,304.64,5,2
CFC,2023-04-22,112.61,117.36,719,734,464.39,2,1
CFC,2023-04-23,88.7,88.47,735,999,540.28,2,0
CFC,2023-04-24,92.2,82.25,1022,1052,373.06,4,1
CFC,2023-04-25,81.83,81.99,1110,1139,471.74,2,1
CFC,2023-04-26,52.59,45.86,921,1001,436.79,4,2
CFC,2023-04-27,73.91,86.34,480,1183,301.63,4,2
CFC,2023-04-28,69.44,57.42,1118,831,744.81,1,0
CFC,2023-04-29,45.86,42.42,1029,738,463.76,2,1
CFC,2023-04-30,66.24,67.2,837,523,611.62,6,4
CFC,2023-05-01,84.25,83.03,584,439,707.32,1,0
CFC,2023-05-02,76.86,86.7,677,625,462.47,3,2
CFC,2023-05-03,80.42,71.63,698,730,511.72,1,0
CFC,2023-05-04,72.75,69.56,1330,982,682.13,1,0
CFC,2023-05-05,96.02,110.62,753,885,344.19,5,1
CFC,2023-05-06,91.35,89.64,740,724,677.54,4,1
CFC,2023-05-07,53.16,63.13,544,933,607.71,6,2
CFC,2023-05-08,86.52,99.79,866,1123,570.67,3,1
CFC,2023-05-09,92.64,78.17,892,793,390.83,1,0
CFC,2023-05-10,98.52,81.81,1022,619,386.49,3,1
CFC,2023-05-11,73.83,61.86,548,1101,525.5,1,0
CFC,2023-05-12,65.95,69.98,776,542,357.18,7,2
CFC,2023-05-13,65.11,57.92,1001,1438,532.86,3,1
CFC,2023-05-14,83.69,67.71,910,1113,487.25,5,1
CFC,2023-05-15,62.64,72.54,783,651,672.15,2,1
CFC,2023-05-16,80.47,88.44,698,767,534.83,4,1
CFC,2023-05-17,88.36,73.72,563,1106,567.43,1,0
CFC,2023-05-18,76.54,89.72,782,863,647.36,6,2
CFC,2023-05-19,87.52,71.85,899,1172,575.47,7,3
CFC,2023-05-20,89.67,104.24,1107,905,576.91,0,0
CFC,2023-05-21,109.56,89.64,584,1144,506.41,2,1
CFC,2023-05-22,109.4,120.73,759,902,490.6,3,0
CFC,2023-05-23,84.99,100.03,506,1188,316.3,5,2
CFC,2023-05-24,76.59,68.23,1012,702,452.58,4,1
CFC,2023-05-25,61.46,65.36,1156,821,506.24,2,0
CFC,2023-05-26,84.67,81.03,763,1422,541.44,2,0
CFC,2023-05-27,100.3,118.81,706,1036,478.12,4,2
CFC,2023-05-28,81.78,77.2,890,849,524.05,0,0
CFC,2023-05-29,73.55,84.66,946,1227,490.99,2,0
CFC,2023-05-30,106.35,96.12,1037,740,669.34,1,0
CFC,2023-05-31,80.41,94.46,735,899,533.43,3,1
CFC,2023-06-01,99.0,84.71,652,1367,732.24,6,2
CFC,2023-06-02,48.6,53.15,787,712,604.49,2,1
CFC,2023-06-03,88.31,102.99,962,1027,553.07,4,2
CFC,2023-06-04,82.01,75.22,592,904,645.53,5,1
CFC,2023-06-05,77.79,85.46,1016,1138,532.02,4,1
CFC,2023-06-06,74.61,68.54,1001,768,695.04,1,0
CFC,2023-06-07,95.42,88.02,592,904,531.02,5,2
CFC,2023-06-08,79.52,72.13,1050,1293,656.92,5,2
CFC,2023-06-09,82.03,91.56,1476,1068,611.16,2,0
CFC,2023-06-10,80.49,69.73,805,1002,721.34,5,2
CFC,2023-06-11,68.66,70.27,422,1762,465.39,5,1
CFC,2023-06-12,66.75,68.44,460,1051,382.55,5,2
CFC,2023-06-13,93.1,107.84,934,1348,373.49,8,4
CFC,2023-06-14,64.09,76.11,961,1287,393.88,4,1
CFC,2023-06-15,93.34,100.28,797,931,585.18,5,2
CFC,2023-06-16,97.65,99.17,1353,924,596.26,3,2
CFC,2023-06-17,84.85,86.32,1224,1204,444.39,4,2
CFC,2023-06-18,99.81,100.28,952,1148,539.36,3,2
CFC,2023-06-19,70.67,84.47,766,1530,354.99,3,1
CFC,2023-06-20,51.56,50.56,797,950,363.97,3,1
CFC,2023-06-21,82.06,82.77,747,750,369.16,4,3
CFC,2023-06-22,82.95,93.84,963,1032,617.99,3,1
CFC,2023-06-23,75.7,80.04,1062,1342,500.3,3,1
CFC,2023-06-24,69.82,70.3,899,866,478.9,3,1
CFC,2023-06-25,98.76,92.6,1373,1656,515.43,3,2
CFC,2023-06-26,79.62,72.56,1083,1219,450.91,3,1
CFC,2023-06-27,101.04,85.29,769,764,767.87,0,0
CFC,2023-06-28,61.43,65.3,1330,1427,546.17,6,3
CFC,2023-06-29,91.78,76.15,832,726,566.71,2,1
CFC,2023-06-30,93.47,97.75,971,584,387.41,3,1
CFC,2023-07-01,105.41,110.84,991,848,560.37,4,1
CFC,2023-07-02,61.57,72.85,738,1335,631.62,2,1
CFC,2023-07-03,57.99,66.39,1209,1078,654.07,3,1
CFC,2023-07-04,68.55,69.8,1094,1290,568.78,2,0
CFC,2023-07-05,80.15,68.07,604,867,638.14,1,0
CFC,2023-07-06,84.79,94.79,874,891,371.19,1,0
CFC,2023-07-07,95.23,89.94,1350,986,367.51,2,0
CFC,2023-07-08,85.81,72.45,1111,736,525.02,4,1
CFC,2023-07-09,72.64,84.94,868,1365,568.5,5,3
CFC,2023-07-10,74.66,75.67,592,1464,722.11,5,2
CFC,2023-07-11,82.43,75.83,1044,1628,430.09,1,0
CFC,2023-07-12,58.29,46.9,868,502,608.57,5,2
CFC,2023-07-13,106.57,126.21,883,846,693.43,1,0
CFC,2023-07-14,85.04,95.16,1176,1278,661.39,5,3
CFC,2023-07-15,64.37,65.22,751,743,436.33,2,1
CFC,2023-07-16,70.25,66.13,1217,1324,585.89,2,1
CFC,2023-07-17,78.97,89.31,527,1090,577.08,4,2
CFC,2023-07-18,93.29,111.6,1240,1079,618.1,2,0
CFC,2023-07-19,58.02,48.57,1092,1405,473.93,3,1
CFC,2023-07-20,93.44,108.73,670,1581,479.99,3,1
CFC,2023-07-21,95.03,112.42,1328,685,477.68,3,1
CFC,2023-07-22,66.65,57.17,1143,592,536.19,3,2
CFC,2023-07-23,86.15,99.81,1313,876,634.79,1,0
CFC,2023-07-24,89.28,91.09,450,1135,711.92,3,1
CFC,2023-07-25,92.39,101.09,996,1244,775.98,5,2
CFC,2023-07-26,75.89,70.11,1065,1071,537.79,0,0
CFC,2023-07-27,99.05,90.83,621,1008,386.22,3,1
CFC,2023-07-28,68.84,81.87,1090,1043,550.32,2,0
CFC,2023-07-29,71.58,79.39,764,1196,611.7,3,1
CFC,2023-07-30,92.57,74.9,780,1016,619.54,6,4
CFC,2023-07-31,65.86,71.86,1005,1271,718.61,3,1
CFC,2023-08-01,67.21,62.59,738,984,510.83,3,0
CFC,2023-08-02,56.38,46.82,1106,1107,605.59,3,1
CFC,2023-08-03,59.58,62.27,1298,825,523.0,4,3
CFC,2023-08-04,55.04,55.58,602,744,566.66,2,1
CFC,2023-08-05,108.27,125.05,932,606,508.25,2,0
CFC,2023-08-06,78.67,63.58,734,935,608.29,2,1
CFC,2023-08-07,93.64,108.79,731,927,603.26,5,3
CFC,2023-08-08,60.42,54.53,1005,869,455.97,7,4
CFC,2023-08-09,100.31,108.72,485,922,503.9,3,2
CFC,2023-08-10,77.75,82.55,797,695,627.44,2,1
CFC,2023-08-11,50.41,54.91,988,1088,365.01,1,0
CFC,2023-08-12,56.58,45.76,559,682,638.19,6,3
CFC,2023-08-13,70.19,80.84,762,1007,444.99,6,2
CFC,2023-08-14,79.15,79.03,602,393,492.17,6,4
CFC,2023-08-15,42.47,42.32,558,777,378.46,4,2
CFC,2023-08-16,84.02,68.09,829,1142,689.84,8,6
CFC,2023-08-17,93.19,81.42,810,785,676.95,0,0
CFC,2023-08-18,97.69,84.42,607,677,637.14,4,1
CFC,2023-08-19,80.96,68.43,1097,666,568.59,4,1
CFC,2023-08-20,87.68,103.86,712,895,340.39,1,0
CFC,2023-08-21,99.77,94.55,556,1194,646.34,2,0
CFC,2023-08-22,108.12,87.75,745,481,480.4,2,1
CFC,2023-08-23,98.0,89.48,666,957,473.46,1,0
CFC,2023-08-24,65.28,55.4,857,1034,277.41,3,1
CFC,2023-08-25,80.74,92.8,924,648,627.73,4,2
CFC,2023-08-26,74.14,87.7,770,914,502.72,7,5
CFC,2023-08-27,87.98,82.39,824,670,600.49,2,1
CFC,2023-08-28,84.76,97.94,1039,798,601.43,2,1
CFC,2023-08-29,68.5,60.94,654,1006,587.69,3,1
CFC,2023-08-30,54.36,57.5,570,797,625.06,0,0
CFC,2023-08-31,80.19,69.09,522,807,381.51,2,1
CFC,2023-09-01,78.32,74.92,838,826,434.89,3,1
CFC,2023-09-02,48.14,48.21,519,920,730.18,3,1
CFC,2023-09-03,71.89,81.14,1174,657,590.54,2,0
CFC,2023-09-04,66.2,66.74,609,1004,448.59,1,0
CFC,2023-09-05,67.72,57.62,806,601,695.47,2,1
CFC,2023-09-06,73.67,62.03,828,1119,594.08,5,1
CFC,2023-09-07,71.63,65.65,1123,941,824.43,6,2
CFC,2023-09-08,58.57,53.99,974,733,582.54,5,3
CFC,2023-09-09,85.13,79.33,543,773,496.57,0,0
CFC,2023-09-10,116.97,106.19,958,1054,687.62,1,0
CFC,2023-09-11,52.52,62.43,802,883,567.1,2,0
CFC,2023-09-12,74.94,71.16,952,595,610.62,1,0
CFC,2023-09-13,81.87,78.85,733,1269,474.75,0,0
CFC,2023-09-14,99.13,96.21,877,969,557.47,4,1
CFC,2023-09-15,103.72,96.67,770,790,401.79,3,2
CFC,2023-09-16,76.35,82.64,684,1162,473.33,1,0
CFC,2023-09-17,91.5,87.52,688,816,314.51,5,3
CFC,2023-09-18,54.89,59.27,906,794,493.53,3,0
CFC,2023-09-19,74.84,79.99,954,682,653.5,1,0
CFC,2023-09-20,70.31,56.51,475,1120,538.92,1,0
CFC,2023-09-21,70.73,66.97,796,852,672.28,3,2
CFC,2023-09-22,58.91,66.52,642,1210,586.66,2,0
CFC,2023-09-23,64.04,69.24,893,546,461.42,2,0
CFC,2023-09-24,93.05,76.6,889,698,509.95,2,0
CFC,2023-09-25,94.24,77.36,900,810,552.71,1,0
CFC,2023-09-26,94.89,86.05,499,431,578.67,5,2
CFC,2023-09-27,88.96,91.93,793,940,628.65,5,1
CFC,2023-09-28,67.43,66.62,733,898,550.35,2,1
CFC,2023-09-29,75.07,78.58,576,931,355.46,4,1
CFC,2023-09-30,80.51,77.49,1063,996,508.22,3,1
CFC,2023-10-01,87.41,70.68,718,625,605.44,4,2
CFC,2023-10-02,67.41,77.08,878,738,647.13,1,0
CFC,2023-10-03,82.03,67.04,1020,866,408.44,1,0
CFC,2023-10-04,80.37,93.34,880,1079,538.84,2,1
CFC,2023-10-05,85.52,73.77,661,855,630.34,3,1
CFC,2023-10-06,69.54,76.19,613,898,530.81,1,0
CFC,2023-10-07,71.82,65.25,612,982,595.12,3,1
CFC,2023-10-08,68.8,70.48,837,1361,461.76,4,2
CFC,2023-10-09,76.58,64.01,1011,946,536.15,3,1
CFC,2023-10-10,70.89,70.53,928,1036,741.69,5,3
CFC,2023-10-11,96.77,84.13,715,1288,562.74,5,3
CFC,2023-10-12,82.28,82.65,875,578,341.91,1,0
CFC,2023-10-13,70.58,69.55,923,949,599.99,5,2
CFC,2023-10-14,75.61,64.0,643,912,522.01,2,1
CFC,2023-10-15,81.11,87.09,624,831,461.35,2,1
CFC,2023-10-16,88.0,93.74,794,841,466.45,3,1
CFC,2023-10-17,68.65,76.68,593,648,636.31,2,0
CFC,2023-10-18,79.62,80.85,448,1160,355.53,3,1
CFC,2023-10-19,88.65,75.1,1009,901,409.49,4,3
CFC,2023-10-20,60.0,70.48,817,635,680.39,2,0
CFC,2023-10-21,103.7,105.49,777,1030,403.4,4,2
CFC,2023-10-22,45.65,37.91,925,987,671.43,3,0
CFC,2023-10-23,76.27,63.8,1050,1130,532.55,1,0
CFC,2023-10-24,64.78,57.98,863,757,393.57,4,2
CFC,2023-10-25,93.75,88.08,872,1133,586.49,3,1
CFC,2023-10-26,74.83,85.09,928,752,663.55,6,3
CFC,2023-10-27,105.85,114.38,869,928,490.46,3,2
CFC,2023-10-28,71.97,85.7,910,1078,363.5,6,4
CFC,2023-10-29,70.71,82.19,567,914,530.07,3,2
CFC,2023-10-30,77.6,74.38,1025,897,608.46,3,0
CFC,2023-10-31,67.32,64.84,772,801,414.47,0,0
CFC,2023-11-01,93.18,86.9,899,1355,464.84,2,1
CFC,2023-11-02,69.51,67.85,1014,974,590.26,3,2
CFC,2023-11-03,83.72,99.03,1197,757,647.63,5,2
CFC,2023-11-04,98.21,82.81,1241,1590,424.81,2,1
CFC,2023-11-05,59.5,53.91,809,1290,745.4,4,2
CFC,2023-11-06,101.03,119.27,915,1593,368.21,1,0
CFC,2023-11-07,68.2,75.72,1128,822,762.84,1,0
CFC,2023-11-08,79.75,88.41,1136,1097,613.16,4,2
CFC,2023-11-09,83.86,78.26,1285,1212,759.71,4,2
CFC,2023-11-10,85.51,74.8,1235,1519,597.22,1,0
CFC,2023-11-11,61.42,60.77,793,1807,601.81,3,1
CFC,2023-11-12,77.03,87.4,1691,1088,682.67,2,1
CFC,2023-11-13,101.21,109.22,1071,1485,702.87,2,0
CFC,2023-11-14,66.66,64.62,901,1126,419.32,0,0
CFC,2023-11-15,68.79,77.57,1329,1019,348.45,2,0
CFC,2023-11-16,98.65,95.69,1173,1188,716.25,1,0
CFC,2023-11-17,110.48,131.87,993,1566,249.05,4,2
CFC,2023-11-18,66.42,66.98,1106,1205,529.18,4,2
CFC,2023-11-19,40.66,42.38,864,884,665.03,1,0
CFC,2023-11-20,64.81,72.21,962,1066,562.15,0,0
CFC,2023-11-21,84.63,68.69,1091,1380,471.39,1,0
CFC,2023-11-22,107.82,120.4,1198,1099,695.99,1,0
CFC,2023-11-23,112.72,121.88,972,599,655.25,5,3
CFC,2023-11-24,72.94,86.51,1143,502,510.36,3,2
CFC,2023-11-25,72.2,62.15,1304,1143,621.76,3,2
CFC,2023-11-26,79.88,93.08,1075,1380,543.87,3,2
CFC,2023-11-27,82.41,74.33,1287,1372,470.97,4,2
CFC,2023-11-28,92.56,90.58,1034,1293,583.67,5,3
CFC,2023-11-29,105.05,118.22,676,1336,628.2,2,0
CFC,2023-11-30,83.13,95.46,1445,1408,774.13,2,0
CFC,2023-12-01,59.94,70.5,946,222,520.48,1,0
CFC,2023-12-02,90.24,103.03,1074,1221,449.58,2,1
CFC,2023-12-03,83.69,73.26,1055,1776,773.75,1,0
CFC,2023-12-04,73.18,74.28,1240,1064,473.41,3,1
CFC,2023-12-05,92.16,100.54,1167,986,739.29,5,2
CFC,2023-12-06,87.13,69.79,741,987,686.38,6,3
CFC,2023-12-07,73.38,80.22,1250,1251,556.82,4,2
CFC,2023-12-08,61.85,71.38,1249,1315,540.98,3,1
CFC,2023-12-09,92.12,105.21,1683,1365,422.75,1,0
CFC,2023-12-10,82.47,89.07,1103,1411,638.22,1,0
CFC,2023-12-11,95.59,109.76,1237,1414,810.52,2,0
CFC,2023-12-12,72.73,82.41,1077,1010,651.6,2,0
CFC,2023-12-13,73.45,65.07,1255,1068,655.94,2,1
CFC,2023-12-14,120.03,101.53,1024,1659,595.29,0,0
CFC,2023-12-15,74.77,84.76,1419,1441,453.35,1,0
CFC,2023-12-16,88.68,101.93,1562,1289,800.6,3,1
CFC,2023-12-17,69.95,74.21,975,1417,570.0,0,0
CFC,2023-12-18,71.56,82.09,950,1264,536.0,4,2
CFC,2023-12-19,73.9,59.85,1518,1687,698.8,1,0
CFC,2023-12-20,74.15,60.17,959,1342,558.08,5,2
