sku_id,sku_name,category,sub_category,cost,price,supplier_id,weight
SKU02955,Product SKU02955,Home & Kitchen,Decor,172.48,345.01,SUP009,0.74
SKU02956,Product SKU02956,Office Supplies,Writing,139.66,243.48,SUP046,28.32
SKU02957,Product SKU02957,Health & Beauty,Personal Care,130.52,216.05,SUP047,45.86
SKU02958,Product SKU02958,Electronics,Mobile,28.53,59.14,SUP021,0.32
SKU02959,Product SKU02959,Office Supplies,Paper,185.08,249.16,SUP025,4.83
SKU02960,Product SKU02960,Health & Beauty,Supplements,67.94,114.52,SUP039,10.79
SKU02961,Product SKU02961,Health & Beauty,Personal Care,117.85,209.28,SUP054,1.81
SKU02962,Product SKU02962,Office Supplies,Paper,65.29,147.14,SUP036,34.52
SKU02963,Product SKU02963,Automotive,Accessories,145.52,306.69,SUP055,15.62
SKU02964,Product SKU02964,Automotive,Parts,21.73,33.77,SUP055,41.61
SKU02965,Product SKU02965,Home & Kitchen,Cookware,196.13,361.27,SUP044,0.58
SKU02966,Product SKU02966,Toys,Educational,29.73,48.12,SUP001,28.97
SKU02967,Product SKU02967,Office Supplies,Storage,16.87,40.93,SUP007,18.32
SKU02968,Product SKU02968,Automotive,Accessories,182.69,404.6,SUP034,37.8
SKU02969,Product SKU02969,Home & Kitchen,Appliances,122.13,246.07,SUP010,31.94
SKU02970,Product SKU02970,Automotive,Accessories,126.49,242.84,SUP045,49.32
SKU02971,Product SKU02971,Pet Supplies,Dog,146.99,324.85,SUP048,43.64
SKU02972,Product SKU02972,Apparel,Men,44.7,58.51,SUP024,24.2
SKU02973,Product SKU02973,Sports,Outdoor,103.79,236.43,SUP013,22.24
SKU02974,Product SKU02974,Pet Supplies,Cat,115.03,216.85,SUP008,2.01
SKU02975,Product SKU02975,Sports,Outdoor,123.81,281.85,SUP047,7.96
SKU02976,Product SKU02976,Office Supplies,Writing,119.68,235.97,SUP049,8.29
SKU02977,Product SKU02977,Pet Supplies,Other Pets,26.45,65.44,SUP018,19.75
SKU02978,Product SKU02978,Automotive,Accessories,47.03,66.91,SUP031,33.41
SKU02979,Product SKU02979,Pet Supplies,Cat,122.67,249.83,SUP032,4.49
SKU02980,Product SKU02980,Grocery,Beverages,178.92,305.25,SUP010,15.74
SKU02981,Product SKU02981,Office Supplies,Paper,93.55,159.7,SUP008,43.19
SKU02982,Product SKU02982,Health & Beauty,Supplements,185.99,296.56,SUP032,43.21
SKU02983,Product SKU02983,Sports,Team Sports,156.74,377.75,SUP009,12.36
SKU02984,Product SKU02984,Electronics,Mobile,116.24,180.97,SUP048,41.22
SKU02985,Product SKU02985,Electronics,Mobile,3.05,5.9,SUP032,17.03
SKU02986,Product SKU02986,Electronics,Laptop,65.89,134.31,SUP025,42.59
SKU02987,Product SKU02987,Pet Supplies,Other Pets,122.62,283.14,SUP021,13.3
SKU02988,Product SKU02988,Apparel,Women,104.86,187.25,SUP040,0.68
SKU02989,Product SKU02989,Pet Supplies,Dog,112.25,231.23,SUP049,29.64
SKU02990,Product SKU02990,Home & Kitchen,Decor,147.78,287.1,SUP049,3.43
SKU02991,Product SKU02991,Grocery,Beverages,25.06,49.5,SUP051,13.82
SKU02992,Product SKU02992,Office Supplies,Paper,17.77,31.25,SUP019,27.76
SKU02993,Product SKU02993,Office Supplies,Writing,67.09,143.34,SUP033,32.22
SKU02994,Product SKU02994,Health & Beauty,Personal Care,67.9,148.11,SUP022,32.47
SKU02995,Product SKU02995,Grocery,Snacks,128.21,246.09,SUP002,0.67
SKU02996,Product SKU02996,Electronics,Audio,139.91,236.29,SUP057,47.14
SKU02997,Product SKU02997,Home & Kitchen,Cookware,163.96,322.02,SUP029,12.68
SKU02998,Product SKU02998,Toys,Action Figures,42.34,69.54,SUP029,23.88
SKU02999,Product SKU02999,Office Supplies,Paper,60.62,113.32,SUP003,8.35
SKU03000,Product SKU03000,Apparel,Kids,195.59,262.15,SUP043,46.6
SKU03001,Product SKU03001,Health & Beauty,Personal Care,182.89,344.38,SUP011,36.27
SKU03002,Product SKU03002,Office Supplies,Writing,88.34,178.36,SUP009,17.09
SKU03003,Product SKU03003,Health & Beauty,Personal Care,61.63,120.28,SUP025,24.96
SKU03004,Product SKU03004,Office Supplies,Paper,116.75,183.61,SUP037,18.41
SKU03005,Product SKU03005,Office Supplies,Storage,18.61,23.6,SUP036,12.75
SKU03006,Product SKU03006,Grocery,Snacks,16.7,22.29,SUP031,40.67
SKU03007,Product SKU03007,Office Supplies,Storage,9.7,19.95,SUP055,13.7
SKU03008,Product SKU03008,Apparel,Kids,174.57,319.55,SUP004,15.35
SKU03009,Product SKU03009,Automotive,Accessories,104.49,177.27,SUP032,28.26
SKU03010,Product SKU03010,Pet Supplies,Cat,24.68,61.6,SUP040,21.34
SKU03011,Product SKU03011,Toys,Action Figures,70.95,150.65,SUP021,18.26
SKU03012,Product SKU03012,Electronics,Mobile,166.99,299.0,SUP038,36.01
SKU03013,Product SKU03013,Electronics,Laptop,23.28,53.54,SUP054,36.81
SKU03014,Product SKU03014,Toys,Action Figures,43.92,61.0,SUP052,15.88
SKU03015,Product SKU03015,Pet Supplies,Dog,195.26,299.51,SUP049,22.86
SKU03016,Product SKU03016,Toys,Action Figures,7.94,13.63,SUP007,28.61
SKU03017,Product SKU03017,Automotive,Accessories,190.72,356.98,SUP023,40.97
SKU03018,Product SKU03018,Automotive,Accessories,110.33,138.25,SUP004,15.82
SKU03019,Product SKU03019,Sports,Fitness,115.96,282.45,SUP016,42.97
SKU03020,Product SKU03020,Health & Beauty,Personal Care,47.21,70.16,SUP006,10.14
SKU03021,Product SKU03021,Home & Kitchen,Cookware,184.65,426.26,SUP008,38.77
SKU03022,Product SKU03022,Toys,Educational,79.76,148.01,SUP002,23.27
SKU03023,Product SKU03023,Grocery,Beverages,52.17,96.86,SUP003,1.62
SKU03024,Product SKU03024,Office Supplies,Storage,28.1,66.11,SUP056,37.61
SKU03025,Product SKU03025,Automotive,Accessories,85.73,160.51,SUP018,18.56
SKU03026,Product SKU03026,Electronics,Audio,148.67,329.96,SUP038,38.19
SKU03027,Product SKU03027,Electronics,Accessories,145.08,212.67,SUP025,16.96
SKU03028,Product SKU03028,Pet Supplies,Cat,95.03,154.9,SUP021,37.77
SKU03029,Product SKU03029,Pet Supplies,Dog,67.21,92.73,SUP052,20.01
SKU03030,Product SKU03030,Office Supplies,Paper,196.02,292.78,SUP045,30.65
SKU03031,Product SKU03031,Sports,Outdoor,87.73,113.38,SUP032,24.45
SKU03032,Product SKU03032,Grocery,Snacks,141.03,263.33,SUP022,43.62
SKU03033,Product SKU03033,Apparel,Kids,59.21,77.69,SUP020,46.83
SKU03034,Product SKU03034,Toys,Action Figures,76.88,149.86,SUP013,39.62
SKU03035,Product SKU03035,Office Supplies,Storage,66.21,141.09,SUP055,6.86
SKU03036,Product SKU03036,Home & Kitchen,Decor,59.68,82.84,SUP014,40.58
SKU03037,Product SKU03037,Health & Beauty,Supplements,46.08,98.27,SUP004,47.17
SKU03038,Product SKU03038,Health & Beauty,Personal Care,106.5,202.57,SUP026,23.11
SKU03039,Product SKU03039,Sports,Team Sports,66.53,120.97,SUP048,30.18
SKU03040,Product SKU03040,Home & Kitchen,Decor,197.23,477.12,SUP055,43.12
SKU03041,Product SKU03041,Pet Supplies,Dog,178.05,321.95,SUP038,32.91
SKU03042,Product SKU03042,Toys,Action Figures,179.22,306.62,SUP005,48.09
SKU03043,Product SKU03043,Pet Supplies,Other Pets,84.33,167.09,SUP031,35.52
SKU03044,Product SKU03044,Automotive,Parts,190.22,288.75,SUP023,37.33
SKU03045,Product SKU03045,Home & Kitchen,Decor,105.12,162.84,SUP053,38.85
SKU03046,Product SKU03046,Health & Beauty,Personal Care,111.34,229.28,SUP052,16.21
SKU03047,Product SKU03047,Health & Beauty,Supplements,97.29,194.83,SUP043,20.31
SKU03048,Product SKU03048,Grocery,Beverages,41.28,101.14,SUP013,25.62
SKU03049,Product SKU03049,Automotive,Accessories,147.32,255.51,SUP017,17.82
SKU03050,Product SKU03050,Pet Supplies,Other Pets,82.62,143.09,SUP030,27.25
SKU03051,Product SKU03051,Grocery,Dry Goods,109.61,202.37,SUP057,6.83
SKU03052,Product SKU03052,Electronics,Laptop,100.22,142.3,SUP037,6.39
SKU03053,Product SKU03053,Office Supplies,Paper,186.66,370.79,SUP043,33.01
SKU03054,Product SKU03054,Office Supplies,Writing,81.56,194.25,SUP060,31.93
SKU03055,Product SKU03055,Grocery,Snacks,154.3,259.09,SUP055,48.0
SKU03056,Product SKU03056,Automotive,Parts,164.45,379.9,SUP034,8.69
SKU03057,Product SKU03057,Sports,Outdoor,55.65,87.44,SUP030,13.62
SKU03058,Product SKU03058,Apparel,Men,171.37,212.75,SUP010,3.9
SKU03059,Product SKU03059,Health & Beauty,Supplements,56.24,82.1,SUP027,11.67
SKU03060,Product SKU03060,Toys,Educational,159.99,309.11,SUP041,0.39
SKU03061,Product SKU03061,Sports,Outdoor,87.01,150.55,SUP018,5.79
SKU03062,Product SKU03062,Health & Beauty,Personal Care,135.88,287.08,SUP011,36.07
SKU03063,Product SKU03063,Health & Beauty,Personal Care,146.24,175.5,SUP039,47.7
SKU03064,Product SKU03064,Sports,Outdoor,163.21,387.65,SUP016,0.88
SKU03065,Product SKU03065,Home & Kitchen,Appliances,186.9,421.03,SUP013,41.88
SKU03066,Product SKU03066,Electronics,Laptop,20.47,44.22,SUP052,48.0
SKU03067,Product SKU03067,Health & Beauty,Supplements,136.35,264.75,SUP032,47.29
SKU03068,Product SKU03068,Grocery,Beverages,89.7,177.52,SUP028,23.87
SKU03069,Product SKU03069,Electronics,Laptop,186.7,242.51,SUP011,25.11
SKU03070,Product SKU03070,Health & Beauty,Skincare,138.02,307.71,SUP002,29.19
SKU03071,Product SKU03071,Health & Beauty,Supplements,181.97,441.2,SUP043,3.31
SKU03072,Product SKU03072,Grocery,Dry Goods,81.67,100.49,SUP042,16.54
SKU03073,Product SKU03073,Electronics,Audio,108.3,258.19,SUP051,42.34
SKU03074,Product SKU03074,Electronics,Mobile,27.24,35.98,SUP056,29.5
SKU03075,Product SKU03075,Home & Kitchen,Cookware,107.36,166.01,SUP039,44.98
SKU03076,Product SKU03076,Health & Beauty,Skincare,185.62,319.9,SUP058,44.53
SKU03077,Product SKU03077,Automotive,Accessories,78.02,168.36,SUP043,23.85
SKU03078,Product SKU03078,Home & Kitchen,Cookware,26.27,63.21,SUP054,22.76
SKU03079,Product SKU03079,Apparel,Men,147.43,247.29,SUP008,1.04
SKU03080,Product SKU03080,Pet Supplies,Other Pets,21.91,40.43,SUP033,34.53
SKU03081,Product SKU03081,Home & Kitchen,Decor,68.28,143.67,SUP043,34.96
SKU03082,Product SKU03082,Pet Supplies,Other Pets,141.38,260.18,SUP017,45.75
SKU03083,Product SKU03083,Office Supplies,Paper,98.86,176.5,SUP016,10.05
SKU03084,Product SKU03084,Pet Supplies,Dog,62.92,78.97,SUP050,31.71
SKU03085,Product SKU03085,Toys,Action Figures,51.21,81.7,SUP054,38.56
SKU03086,Product SKU03086,Pet Supplies,Other Pets,66.79,101.18,SUP025,8.54
SKU03087,Product SKU03087,Sports,Outdoor,155.42,212.71,SUP014,22.74
SKU03088,Product SKU03088,Apparel,Men,102.37,214.32,SUP012,31.7
SKU03089,Product SKU03089,Sports,Outdoor,162.52,204.48,SUP029,14.89
SKU03090,Product SKU03090,Automotive,Accessories,57.47,79.87,SUP056,14.53
SKU03091,Product SKU03091,Pet Supplies,Dog,63.33,118.96,SUP032,33.22
SKU03092,Product SKU03092,Grocery,Beverages,77.46,165.4,SUP045,16.87
SKU03093,Product SKU03093,Home & Kitchen,Cookware,59.48,113.22,SUP035,1.28
SKU03094,Product SKU03094,Automotive,Accessories,17.8,31.03,SUP044,47.15
SKU03095,Product SKU03095,Sports,Outdoor,144.86,190.43,SUP057,42.33
SKU03096,Product SKU03096,Apparel,Women,147.0,293.15,SUP031,41.03
SKU03097,Product SKU03097,Toys,Action Figures,82.01,122.03,SUP002,25.65
SKU03098,Product SKU03098,Pet Supplies,Dog,110.67,210.25,SUP054,28.3
SKU03099,Product SKU03099,Electronics,Laptop,189.84,450.48,SUP017,43.8
SKU03100,Product SKU03100,Grocery,Beverages,160.68,389.88,SUP020,5.01
SKU03101,Product SKU03101,Toys,Puzzles,54.49,100.46,SUP008,42.34
SKU03102,Product SKU03102,Grocery,Dry Goods,102.02,221.63,SUP055,7.03
SKU03103,Product SKU03103,Office Supplies,Writing,51.98,111.83,SUP001,8.32
SKU03104,Product SKU03104,Automotive,Accessories,71.57,110.53,SUP020,17.56
SKU03105,Product SKU03105,Home & Kitchen,Appliances,142.25,238.72,SUP020,27.81
SKU03106,Product SKU03106,Sports,Fitness,21.79,48.95,SUP059,18.56
SKU03107,Product SKU03107,Office Supplies,Storage,130.41,279.47,SUP021,10.56
SKU03108,Product SKU03108,Automotive,Parts,177.17,354.53,SUP018,21.49
SKU03109,Product SKU03109,Home & Kitchen,Cookware,38.1,92.39,SUP031,37.78
SKU03110,Product SKU03110,Automotive,Accessories,43.19,70.79,SUP046,40.5
SKU03111,Product SKU03111,Automotive,Parts,139.74,306.8,SUP053,22.12
SKU03112,Product SKU03112,Apparel,Kids,143.86,244.91,SUP017,10.64
SKU03113,Product SKU03113,Grocery,Dry Goods,127.27,314.21,SUP023,15.6
SKU03114,Product SKU03114,Automotive,Accessories,93.27,193.65,SUP030,27.12
SKU03115,Product SKU03115,Electronics,Mobile,169.0,370.15,SUP042,3.01
SKU03116,Product SKU03116,Apparel,Kids,199.69,434.95,SUP029,43.21
SKU03117,Product SKU03117,Apparel,Men,130.94,302.89,SUP026,5.71
SKU03118,Product SKU03118,Sports,Team Sports,70.85,165.74,SUP020,10.16
SKU03119,Product SKU03119,Toys,Puzzles,17.49,38.91,SUP006,41.79
SKU03120,Product SKU03120,Home & Kitchen,Appliances,34.21,79.05,SUP016,34.37
SKU03121,Product SKU03121,Grocery,Snacks,104.98,239.28,SUP050,21.02
SKU03122,Product SKU03122,Apparel,Kids,40.41,63.46,SUP044,25.31
SKU03123,Product SKU03123,Automotive,Accessories,107.2,240.91,SUP029,39.59
SKU03124,Product SKU03124,Office Supplies,Storage,117.11,259.4,SUP009,9.67
SKU03125,Product SKU03125,Health & Beauty,Skincare,11.91,27.82,SUP044,3.87
SKU03126,Product SKU03126,Pet Supplies,Cat,50.84,106.96,SUP052,20.53
SKU03127,Product SKU03127,Health & Beauty,Skincare,175.51,278.6,SUP006,0.69
SKU03128,Product SKU03128,Automotive,Accessories,61.53,120.08,SUP012,18.86
SKU03129,Product SKU03129,Automotive,Accessories,107.9,252.44,SUP054,45.63
SKU03130,Product SKU03130,Pet Supplies,Dog,54.66,98.43,SUP002,27.5
SKU03131,Product SKU03131,Electronics,Laptop,189.92,474.46,SUP059,11.85
SKU03132,Product SKU03132,Home & Kitchen,Cookware,145.94,246.85,SUP013,0.5
SKU03133,Product SKU03133,Health & Beauty,Personal Care,3.83,6.89,SUP055,24.47
SKU03134,Product SKU03134,Apparel,Men,6.47,13.54,SUP026,14.77
SKU03135,Product SKU03135,Pet Supplies,Cat,112.86,179.58,SUP039,8.44
SKU03136,Product SKU03136,Health & Beauty,Skincare,82.62,124.09,SUP006,26.79
SKU03137,Product SKU03137,Toys,Educational,41.37,76.99,SUP037,7.95
SKU03138,Product SKU03138,Home & Kitchen,Appliances,134.85,293.99,SUP046,5.61
SKU03139,Product SKU03139,Grocery,Beverages,94.62,122.26,SUP050,29.95
SKU03140,Product SKU03140,Office Supplies,Storage,54.35,102.5,SUP032,25.92
SKU03141,Product SKU03141,Home & Kitchen,Appliances,185.02,354.09,SUP046,29.19
SKU03142,Product SKU03142,Sports,Fitness,81.53,198.43,SUP056,38.88
SKU03143,Product SKU03143,Health & Beauty,Supplements,58.51,134.43,SUP048,21.68
SKU03144,Product SKU03144,Office Supplies,Writing,166.08,376.96,SUP009,9.52
SKU03145,Product SKU03145,Automotive,Parts,140.83,222.21,SUP039,14.94
SKU03146,Product SKU03146,Sports,Outdoor,60.68,130.05,SUP047,11.57
SKU03147,Product SKU03147,Sports,Outdoor,2.18,4.64,SUP012,8.64
SKU03148,Product SKU03148,Automotive,Parts,22.69,34.23,SUP002,19.06
SKU03149,Product SKU03149,Health & Beauty,Supplements,96.23,121.05,SUP016,48.53
SKU03150,Product SKU03150,Pet Supplies,Cat,143.78,232.95,SUP059,16.0
SKU03151,Product SKU03151,Sports,Outdoor,90.81,182.9,SUP038,7.4
SKU03152,Product SKU03152,Office Supplies,Paper,39.41,91.32,SUP001,12.89
SKU03153,Product SKU03153,Office Supplies,Paper,77.28,180.27,SUP056,33.19
SKU03154,Product SKU03154,Toys,Puzzles,69.66,145.51,SUP026,1.08
SKU03155,Product SKU03155,Sports,Team Sports,147.66,270.68,SUP025,40.68
SKU03156,Product SKU03156,Automotive,Accessories,191.02,459.12,SUP005,45.47
SKU03157,Product SKU03157,Home & Kitchen,Decor,103.41,172.51,SUP004,23.31
SKU03158,Product SKU03158,Electronics,Accessories,138.6,325.6,SUP060,10.43
SKU03159,Product SKU03159,Sports,Outdoor,183.8,415.34,SUP059,48.94
SKU03160,Product SKU03160,Toys,Puzzles,176.29,275.7,SUP043,5.39
SKU03161,Product SKU03161,Pet Supplies,Other Pets,24.22,38.23,SUP048,30.75
SKU03162,Product SKU03162,Electronics,Mobile,161.26,382.03,SUP017,31.23
SKU03163,Product SKU03163,Grocery,Snacks,3.11,4.49,SUP025,5.08
SKU03164,Product SKU03164,Health & Beauty,Supplements,73.94,136.92,SUP043,2.27
SKU03165,Product SKU03165,Toys,Educational,71.0,101.74,SUP058,32.39
SKU03166,Product SKU03166,Grocery,Dry Goods,93.93,173.2,SUP038,21.44
SKU03167,Product SKU03167,Apparel,Women,191.29,282.95,SUP011,25.88
SKU03168,Product SKU03168,Grocery,Beverages,147.73,284.22,SUP060,46.46
SKU03169,Product SKU03169,Toys,Action Figures,76.84,138.53,SUP009,4.52
SKU03170,Product SKU03170,Home & Kitchen,Cookware,122.58,193.02,SUP046,8.1
SKU03171,Product SKU03171,Grocery,Beverages,109.82,207.78,SUP010,3.89
SKU03172,Product SKU03172,Health & Beauty,Skincare,140.25,282.03,SUP021,9.53
SKU03173,Product SKU03173,Electronics,Laptop,94.95,202.85,SUP032,26.52
SKU03174,Product SKU03174,Health & Beauty,Personal Care,80.31,130.03,SUP024,30.56
SKU03175,Product SKU03175,Automotive,Accessories,187.94,389.65,SUP058,3.83
SKU03176,Product SKU03176,Health & Beauty,Personal Care,93.22,219.82,SUP054,4.81
SKU03177,Product SKU03177,Health & Beauty,Personal Care,197.8,481.4,SUP021,4.01
SKU03178,Product SKU03178,Automotive,Parts,186.82,312.38,SUP021,42.25
SKU03179,Product SKU03179,Office Supplies,Paper,84.84,150.43,SUP036,31.75
SKU03180,Product SKU03180,Office Supplies,Paper,155.35,193.24,SUP013,29.7
SKU03181,Product SKU03181,Apparel,Men,38.97,64.29,SUP015,17.46
SKU03182,Product SKU03182,Apparel,Men,94.87,155.05,SUP031,5.46
SKU03183,Product SKU03183,Health & Beauty,Skincare,30.83,38.34,SUP046,23.57
SKU03184,Product SKU03184,Office Supplies,Writing,190.98,257.9,SUP008,47.32
SKU03185,Product SKU03185,Office Supplies,Paper,147.21,298.65,SUP029,32.3
SKU03186,Product SKU03186,Toys,Puzzles,165.69,221.86,SUP036,25.29
SKU03187,Product SKU03187,Office Supplies,Writing,140.02,274.84,SUP032,41.66
SKU03188,Product SKU03188,Home & Kitchen,Decor,16.31,34.22,SUP056,26.75
SKU03189,Product SKU03189,Apparel,Men,77.07,126.58,SUP023,31.08
SKU03190,Product SKU03190,Home & Kitchen,Appliances,178.42,329.19,SUP056,41.25
SKU03191,Product SKU03191,Health & Beauty,Skincare,81.63,108.82,SUP054,3.17
SKU03192,Product SKU03192,Apparel,Kids,12.16,20.6,SUP033,16.93
SKU03193,Product SKU03193,Health & Beauty,Personal Care,144.15,312.18,SUP058,2.64
SKU03194,Product SKU03194,Pet Supplies,Dog,45.78,71.26,SUP038,27.43
SKU03195,Product SKU03195,Electronics,Laptop,30.61,42.06,SUP027,47.2
SKU03196,Product SKU03196,Home & Kitchen,Appliances,161.23,231.34,SUP050,20.39
SKU03197,Product SKU03197,Office Supplies,Storage,72.41,161.35,SUP007,25.56
SKU03198,Product SKU03198,Toys,Educational,27.31,59.01,SUP019,19.9
SKU03199,Product SKU03199,Home & Kitchen,Cookware,54.06,91.26,SUP024,24.94
SKU03200,Product SKU03200,Pet Supplies,Dog,69.94,105.92,SUP054,19.99
SKU03201,Product SKU03201,Toys,Educational,5.8,12.78,SUP002,8.63
SKU03202,Product SKU03202,Home & Kitchen,Cookware,10.69,21.91,SUP054,38.72
SKU03203,Product SKU03203,Office Supplies,Writing,163.14,300.43,SUP041,10.35
SKU03204,Product SKU03204,Health & Beauty,Personal Care,147.97,312.16,SUP043,12.39
SKU03205,Product SKU03205,Electronics,Accessories,180.87,241.58,SUP003,49.14
SKU03206,Product SKU03206,Pet Supplies,Cat,172.33,360.91,SUP021,46.94
SKU03207,Product SKU03207,Pet Supplies,Dog,145.02,209.93,SUP014,22.16
SKU03208,Product SKU03208,Electronics,Accessories,16.16,27.58,SUP021,37.11
SKU03209,Product SKU03209,Electronics,Mobile,78.52,127.94,SUP036,29.81
SKU03210,Product SKU03210,Pet Supplies,Cat,174.7,220.45,SUP006,19.33
SKU03211,Product SKU03211,Automotive,Accessories,33.33,70.13,SUP012,5.38
SKU03212,Product SKU03212,Sports,Outdoor,133.63,210.07,SUP006,10.03
SKU03213,Product SKU03213,Electronics,Laptop,187.4,229.39,SUP011,21.95
SKU03214,Product SKU03214,Automotive,Accessories,6.28,11.48,SUP019,25.1
SKU03215,Product SKU03215,Apparel,Men,65.69,90.11,SUP020,18.88
SKU03216,Product SKU03216,Office Supplies,Writing,135.11,299.55,SUP048,26.58
SKU03217,Product SKU03217,Health & Beauty,Personal Care,118.79,173.53,SUP039,14.44
SKU03218,Product SKU03218,Apparel,Women,34.06,51.91,SUP043,11.32
SKU03219,Product SKU03219,Home & Kitchen,Cookware,104.85,202.52,SUP033,47.25
SKU03220,Product SKU03220,Sports,Outdoor,40.72,82.83,SUP029,40.88
SKU03221,Product SKU03221,Automotive,Accessories,112.93,172.95,SUP018,13.2
SKU03222,Product SKU03222,Pet Supplies,Other Pets,9.77,15.6,SUP028,37.26
SKU03223,Product SKU03223,Home & Kitchen,Cookware,11.41,16.94,SUP052,35.34
SKU03224,Product SKU03224,Toys,Puzzles,156.97,281.28,SUP012,34.93
SKU03225,Product SKU03225,Automotive,Accessories,78.81,110.96,SUP006,19.97
SKU03226,Product SKU03226,Electronics,Accessories,116.83,284.19,SUP030,3.53
SKU03227,Product SKU03227,Sports,Team Sports,102.46,166.76,SUP044,25.46
SKU03228,Product SKU03228,Apparel,Women,6.75,10.85,SUP034,41.01
SKU03229,Product SKU03229,Grocery,Dry Goods,111.68,199.43,SUP019,14.35
SKU03230,Product SKU03230,Office Supplies,Writing,61.01,103.6,SUP006,41.79
SKU03231,Product SKU03231,Office Supplies,Writing,193.51,342.56,SUP010,19.73
SKU03232,Product SKU03232,Apparel,Kids,169.62,297.68,SUP058,27.65
SKU03233,Product SKU03233,Health & Beauty,Skincare,47.73,103.41,SUP034,26.65
SKU03234,Product SKU03234,Automotive,Accessories,162.19,359.24,SUP037,10.83
SKU03235,Product SKU03235,Electronics,Mobile,143.7,321.9,SUP059,17.37
SKU03236,Product SKU03236,Electronics,Mobile,36.18,43.54,SUP033,22.6
SKU03237,Product SKU03237,Automotive,Accessories,71.78,137.92,SUP007,9.48
SKU03238,Product SKU03238,Office Supplies,Storage,172.21,264.36,SUP047,11.4
SKU03239,Product SKU03239,Pet Supplies,Cat,97.18,179.64,SUP023,10.83
SKU03240,Product SKU03240,Health & Beauty,Personal Care,55.83,79.31,SUP006,35.95
SKU03241,Product SKU03241,Grocery,Dry Goods,154.48,278.22,SUP008,35.73
SKU03242,Product SKU03242,Office Supplies,Paper,147.72,203.82,SUP051,48.31
SKU03243,Product SKU03243,Apparel,Women,164.56,241.22,SUP003,9.39
SKU03244,Product SKU03244,Home & Kitchen,Cookware,26.88,37.09,SUP057,37.43
SKU03245,Product SKU03245,Health & Beauty,Supplements,94.99,210.67,SUP038,37.34
SKU03246,Product SKU03246,Office Supplies,Storage,121.71,254.65,SUP029,1.02
SKU03247,Product SKU03247,Pet Supplies,Cat,63.73,129.32,SUP022,0.57
SKU03248,Product SKU03248,Apparel,Men,8.53,19.68,SUP012,34.23
SKU03249,Product SKU03249,Home & Kitchen,Decor,54.54,114.23,SUP039,39.64
SKU03250,Product SKU03250,Health & Beauty,Personal Care,62.75,78.24,SUP007,46.65
SKU03251,Product SKU03251,Automotive,Parts,70.35,94.16,SUP001,24.64
SKU03252,Product SKU03252,Automotive,Parts,154.16,229.41,SUP001,13.55
SKU03253,Product SKU03253,Apparel,Kids,50.06,124.61,SUP031,9.95
SKU03254,Product SKU03254,Office Supplies,Storage,115.95,278.61,SUP026,7.43
SKU03255,Product SKU03255,Pet Supplies,Other Pets,194.23,472.31,SUP032,44.24
SKU03256,Product SKU03256,Health & Beauty,Personal Care,44.48,90.04,SUP053,38.07
SKU03257,Product SKU03257,Pet Supplies,Cat,197.23,282.94,SUP045,38.32
SKU03258,Product SKU03258,Automotive,Accessories,69.08,98.67,SUP006,21.13
SKU03259,Product SKU03259,Apparel,Men,159.18,287.21,SUP001,26.92
SKU03260,Product SKU03260,Sports,Fitness,199.04,342.12,SUP053,30.81
SKU03261,Product SKU03261,Electronics,Laptop,74.32,127.13,SUP055,34.81
SKU03262,Product SKU03262,Electronics,Laptop,187.7,357.58,SUP031,38.44
SKU03263,Product SKU03263,Apparel,Kids,19.66,28.99,SUP016,25.16
SKU03264,Product SKU03264,Automotive,Parts,5.96,9.11,SUP006,25.92
SKU03265,Product SKU03265,Health & Beauty,Supplements,4.96,7.66,SUP010,25.75
SKU03266,Product SKU03266,Office Supplies,Writing,115.48,277.55,SUP002,32.3
SKU03267,Product SKU03267,Home & Kitchen,Appliances,84.12,202.68,SUP058,39.27
SKU03268,Product SKU03268,Apparel,Kids,41.6,57.0,SUP045,33.82
SKU03269,Product SKU03269,Office Supplies,Writing,112.86,251.29,SUP031,36.97
SKU03270,Product SKU03270,Electronics,Audio,125.79,312.25,SUP038,26.73
SKU03271,Product SKU03271,Sports,Fitness,24.39,55.53,SUP019,12.67
SKU03272,Product SKU03272,Pet Supplies,Cat,155.91,381.08,SUP004,34.87
SKU03273,Product SKU03273,Toys,Educational,120.01,215.84,SUP007,18.28
SKU03274,Product SKU03274,Automotive,Accessories,71.89,145.74,SUP055,37.59
SKU03275,Product SKU03275,Office Supplies,Storage,136.35,198.79,SUP038,24.75
SKU03276,Product SKU03276,Pet Supplies,Other Pets,158.74,288.66,SUP036,26.88
SKU03277,Product SKU03277,Health & Beauty,Skincare,154.68,318.59,SUP032,20.53
SKU03278,Product SKU03278,Automotive,Accessories,179.29,253.04,SUP033,49.78
SKU03279,Product SKU03279,Pet Supplies,Other Pets,25.53,31.13,SUP040,44.51
SKU03280,Product SKU03280,Office Supplies,Paper,50.5,108.5,SUP046,40.57
SKU03281,Product SKU03281,Electronics,Mobile,172.08,428.32,SUP028,14.77
SKU03282,Product SKU03282,Pet Supplies,Cat,142.63,192.55,SUP036,20.4
SKU03283,Product SKU03283,Home & Kitchen,Cookware,169.9,285.08,SUP058,29.6
SKU03284,Product SKU03284,Automotive,Accessories,101.75,207.54,SUP008,48.65
SKU03285,Product SKU03285,Office Supplies,Storage,13.04,25.38,SUP042,43.17
SKU03286,Product SKU03286,Toys,Action Figures,97.31,126.71,SUP045,28.07
