sku_id,sku_name,category,sub_category,cost,price,supplier_id,weight,profit_per_unit,margin_pct
SKU01689,Product SKU01689,Sports,Fitness,147.95,184.6,SUP030,23.79,36.650000000000006,0.24771882392700242
SKU01690,Product SKU01690,Office Supplies,Storage,68.59,164.39,SUP029,0.7,95.79999999999998,1.396705059046508
SKU01691,Product SKU01691,Home & Kitchen,Cookware,111.46,241.07,SUP029,24.3,129.61,1.1628386865243139
SKU01692,Product SKU01692,Toys,Educational,18.91,46.6,SUP032,25.95,27.69,1.464304600740349
SKU01693,Product SKU01693,Electronics,Mobile,123.61,186.35,SUP026,24.23,62.739999999999995,0.5075641129358466
SKU01694,Product SKU01694,Automotive,Parts,86.97,112.83,SUP036,5.4,25.86,0.29734391169368746
SKU01695,Product SKU01695,Grocery,Dry Goods,167.82,253.7,SUP053,9.83,85.88,0.5117387677273268
SKU01696,Product SKU01696,Home & Kitchen,Decor,101.97,224.27,SUP040,3.19,122.30000000000001,1.1993723644209082
SKU01697,Product SKU01697,Health & Beauty,Personal Care,116.21,157.46,SUP036,1.92,41.250000000000014,0.35496084674296546
SKU01698,Product SKU01698,Sports,Team Sports,12.44,28.42,SUP043,5.99,15.980000000000002,1.284565916398714
SKU01699,Product SKU01699,Office Supplies,Writing,10.94,19.36,SUP024,42.22,8.42,0.7696526508226691
SKU01700,Product SKU01700,Electronics,Laptop,53.96,94.33,SUP055,2.09,40.37,0.7481467753891771
SKU01701,Product SKU01701,Office Supplies,Writing,90.92,177.38,SUP036,28.59,86.46,0.9509458864936207
SKU01702,Product SKU01702,Pet Supplies,Other Pets,67.82,109.2,SUP031,5.42,41.38000000000001,0.6101445001474494
SKU01703,Product SKU01703,Toys,Puzzles,74.63,99.21,SUP029,38.35,24.58,0.32935816695698783
SKU01704,Product SKU01704,Home & Kitchen,Appliances,193.32,475.78,SUP049,43.27,282.46,1.4611007655700392
SKU01705,Product SKU01705,Sports,Fitness,120.96,255.36,SUP022,14.33,134.40000000000003,1.1111111111111114
SKU01706,Product SKU01706,Toys,Puzzles,126.89,227.43,SUP052,24.15,100.54,0.7923398218929782
SKU01707,Product SKU01707,Health & Beauty,Personal Care,152.04,238.17,SUP034,15.97,86.13,0.5664956590370955
SKU01708,Product SKU01708,Toys,Puzzles,185.08,235.62,SUP007,24.33,50.53999999999999,0.27307110438729193
SKU01709,Product SKU01709,Electronics,Laptop,182.73,364.27,SUP032,27.37,181.54,0.9934876593881683
SKU01710,Product SKU01710,Apparel,Kids,51.45,84.7,SUP048,42.62,33.25,0.6462585034013605
SKU01711,Product SKU01711,Automotive,Parts,112.73,210.71,SUP017,5.07,97.98,0.869156391377628
SKU01712,Product SKU01712,Pet Supplies,Dog,5.17,12.68,SUP013,18.91,7.51,1.4526112185686653
SKU01713,Product SKU01713,Home & Kitchen,Cookware,121.44,158.31,SUP014,34.19,36.870000000000005,0.303606719367589
SKU01714,Product SKU01714,Office Supplies,Paper,186.65,363.66,SUP046,6.39,177.01000000000002,0.9483525314760247
SKU01715,Product SKU01715,Toys,Educational,117.18,257.36,SUP049,20.38,140.18,1.196279228537293
SKU01716,Product SKU01716,Automotive,Parts,176.21,360.05,SUP060,44.97,183.84,1.0433006072300097
SKU01717,Product SKU01717,Pet Supplies,Dog,125.45,171.95,SUP050,15.55,46.499999999999986,0.3706656038262255
SKU01718,Product SKU01718,Office Supplies,Writing,41.96,99.93,SUP043,38.04,57.970000000000006,1.3815538608198286
SKU01719,Product SKU01719,Pet Supplies,Other Pets,135.93,216.3,SUP009,9.28,80.37,0.591260207459722
SKU01720,Product SKU01720,Office Supplies,Paper,151.78,275.69,SUP034,11.37,123.91,0.816378969561207
SKU01721,Product SKU01721,Electronics,Audio,124.09,155.41,SUP054,16.38,31.319999999999993,0.25239745346119746
SKU01722,Product SKU01722,Pet Supplies,Cat,94.77,131.95,SUP060,49.23,37.17999999999999,0.392318244170096
SKU01723,Product SKU01723,Grocery,Dry Goods,43.4,59.43,SUP045,10.26,16.03,0.36935483870967745
SKU01724,Product SKU01724,Pet Supplies,Dog,154.27,270.46,SUP047,28.31,116.18999999999997,0.7531600440785633
SKU01725,Product SKU01725,Apparel,Men,6.16,7.67,SUP025,22.35,1.5099999999999998,0.2451298701298701
SKU01726,Product SKU01726,Pet Supplies,Other Pets,163.7,384.83,SUP057,4.43,221.13,1.3508246792913867
SKU01727,Product SKU01727,Toys,Puzzles,108.6,259.25,SUP057,19.46,150.65,1.3872007366482506
SKU01728,Product SKU01728,Automotive,Accessories,166.25,228.39,SUP039,46.78,62.139999999999986,0.3737744360902255
SKU01729,Product SKU01729,Sports,Outdoor,150.78,365.45,SUP026,33.86,214.67,1.423729937657514
SKU01730,Product SKU01730,Toys,Action Figures,73.95,178.93,SUP029,13.85,104.98,1.419607843137255
SKU01731,Product SKU01731,Apparel,Men,67.77,143.07,SUP027,38.29,75.3,1.1111111111111112
SKU01732,Product SKU01732,Pet Supplies,Other Pets,186.02,272.75,SUP057,39.92,86.72999999999999,0.46624018922696475
SKU01733,Product SKU01733,Grocery,Beverages,148.23,190.17,SUP054,19.42,41.94,0.2829386763812993
SKU01734,Product SKU01734,Grocery,Beverages,57.99,92.54,SUP046,49.15,34.550000000000004,0.5957923779962063
SKU01735,Product SKU01735,Grocery,Snacks,129.27,275.73,SUP014,48.83,146.46,1.1329774889765607
SKU01736,Product SKU01736,Sports,Fitness,76.69,171.97,SUP040,21.78,95.28,1.2424044855913419
SKU01737,Product SKU01737,Health & Beauty,Personal Care,174.17,249.91,SUP023,47.39,75.74000000000001,0.43486249067003513
SKU01738,Product SKU01738,Apparel,Kids,45.32,73.6,SUP042,37.83,28.279999999999994,0.6240070609002647
SKU01739,Product SKU01739,Apparel,Kids,79.96,159.17,SUP035,22.28,79.21,0.9906203101550776
SKU01740,Product SKU01740,Toys,Puzzles,148.99,223.01,SUP008,3.02,74.01999999999998,0.4968118665682259
SKU01741,Product SKU01741,Toys,Puzzles,61.39,111.52,SUP031,8.48,50.129999999999995,0.8165825052940218
SKU01742,Product SKU01742,Pet Supplies,Other Pets,72.25,124.27,SUP043,2.96,52.019999999999996,0.72
SKU01743,Product SKU01743,Automotive,Accessories,117.49,276.06,SUP057,7.67,158.57,1.3496467784492296
SKU01744,Product SKU01744,Automotive,Parts,120.37,248.46,SUP034,21.02,128.09,1.0641355819556368
SKU01745,Product SKU01745,Home & Kitchen,Appliances,140.82,244.17,SUP025,25.28,103.35,0.733915636983383
SKU01746,Product SKU01746,Apparel,Men,3.46,7.26,SUP043,33.1,3.8,1.0982658959537572
SKU01747,Product SKU01747,Electronics,Laptop,9.6,16.12,SUP018,48.95,6.520000000000001,0.6791666666666668
SKU01748,Product SKU01748,Apparel,Women,85.31,158.04,SUP044,45.51,72.72999999999999,0.8525378033055913
SKU01749,Product SKU01749,Health & Beauty,Skincare,144.02,281.8,SUP054,39.91,137.78,0.9566726843493959
SKU01750,Product SKU01750,Electronics,Accessories,173.14,310.61,SUP014,23.81,137.47000000000003,0.7939817488737441
SKU01751,Product SKU01751,Grocery,Dry Goods,78.44,192.7,SUP023,34.89,114.25999999999999,1.4566547679755226
SKU01752,Product SKU01752,Office Supplies,Paper,18.48,42.91,SUP040,24.08,24.429999999999996,1.3219696969696968
SKU01753,Product SKU01753,Grocery,Dry Goods,15.61,29.89,SUP048,20.92,14.280000000000001,0.914798206278027
SKU01754,Product SKU01754,Grocery,Beverages,175.79,257.57,SUP016,41.34,81.78,0.4652141760054611
SKU01755,Product SKU01755,Grocery,Snacks,112.42,142.89,SUP019,48.6,30.469999999999985,0.27103718199608595
SKU01756,Product SKU01756,Electronics,Audio,103.5,163.34,SUP025,23.52,59.84,0.5781642512077295
SKU01757,Product SKU01757,Automotive,Accessories,171.86,274.35,SUP036,9.71,102.49000000000001,0.5963575002909345
SKU01758,Product SKU01758,Electronics,Mobile,27.56,43.74,SUP048,39.02,16.180000000000003,0.5870827285921627
SKU01759,Product SKU01759,Health & Beauty,Skincare,95.38,142.66,SUP040,8.39,47.28,0.49570140490668907
SKU01760,Product SKU01760,Office Supplies,Paper,67.88,164.4,SUP059,17.22,96.52000000000001,1.4219210371243374
SKU01761,Product SKU01761,Toys,Puzzles,197.65,361.86,SUP035,9.04,164.21,0.8308120414874779
SKU01762,Product SKU01762,Pet Supplies,Dog,178.45,320.94,SUP050,35.51,142.49,0.7984869711403756
SKU01763,Product SKU01763,Sports,Outdoor,196.77,248.96,SUP029,4.93,52.19,0.2652335213701275
SKU01764,Product SKU01764,Apparel,Kids,144.65,226.58,SUP005,9.3,81.93,0.5664016591773247
SKU01765,Product SKU01765,Apparel,Men,9.79,12.03,SUP048,38.75,2.24,0.22880490296220637
SKU01766,Product SKU01766,Grocery,Dry Goods,28.62,51.75,SUP025,30.33,23.13,0.8081761006289307
SKU01767,Product SKU01767,Electronics,Audio,86.81,107.23,SUP018,39.2,20.42,0.23522635641055178
SKU01768,Product SKU01768,Grocery,Beverages,4.08,8.94,SUP009,44.68,4.859999999999999,1.191176470588235
SKU01769,Product SKU01769,Apparel,Kids,87.7,166.3,SUP055,23.9,78.60000000000001,0.8962371721778792
SKU01770,Product SKU01770,Health & Beauty,Skincare,79.06,186.08,SUP022,44.71,107.02000000000001,1.3536554515557806
SKU01771,Product SKU01771,Office Supplies,Storage,68.49,136.95,SUP060,46.35,68.46,0.9995619798510731
SKU01772,Product SKU01772,Apparel,Men,192.49,358.35,SUP010,22.7,165.86,0.8616551509169308
SKU01773,Product SKU01773,Toys,Puzzles,57.18,139.89,SUP004,7.23,82.70999999999998,1.4464847848898212
SKU01774,Product SKU01774,Pet Supplies,Other Pets,116.81,183.08,SUP020,14.02,66.27000000000001,0.567331564078418
SKU01775,Product SKU01775,Office Supplies,Storage,82.18,205.32,SUP036,2.84,123.13999999999999,1.4984181065952784
SKU01776,Product SKU01776,Toys,Educational,116.55,152.37,SUP051,7.81,35.82000000000001,0.30733590733590743
SKU01777,Product SKU01777,Toys,Puzzles,89.03,165.92,SUP015,13.01,76.88999999999999,0.8636414691676961
SKU01778,Product SKU01778,Apparel,Kids,64.66,84.9,SUP005,15.23,20.24000000000001,0.31302196102691016
SKU01779,Product SKU01779,Grocery,Dry Goods,193.38,469.55,SUP027,16.81,276.17,1.4281207984279658
SKU01780,Product SKU01780,Grocery,Snacks,115.03,274.06,SUP026,0.41,159.03,1.3825089107189428
SKU01781,Product SKU01781,Home & Kitchen,Cookware,162.52,395.39,SUP015,4.66,232.86999999999998,1.432869800639921
SKU01782,Product SKU01782,Sports,Team Sports,33.97,83.19,SUP022,26.92,49.22,1.4489255225198705
SKU01783,Product SKU01783,Toys,Action Figures,4.81,7.38,SUP019,22.55,2.5700000000000003,0.5343035343035344
SKU01784,Product SKU01784,Sports,Team Sports,139.2,299.71,SUP034,49.77,160.51,1.1530890804597702
SKU01785,Product SKU01785,Office Supplies,Storage,58.93,111.95,SUP053,26.71,53.02,0.8997115221449178
SKU01786,Product SKU01786,Electronics,Mobile,82.32,116.89,SUP043,48.88,34.57000000000001,0.419946550048591
SKU01787,Product SKU01787,Toys,Action Figures,170.96,315.91,SUP016,30.2,144.95000000000002,0.8478591483387927
SKU01788,Product SKU01788,Pet Supplies,Other Pets,47.0,89.63,SUP016,34.78,42.629999999999995,0.9070212765957446
SKU01789,Product SKU01789,Electronics,Accessories,104.0,258.69,SUP025,30.61,154.69,1.4874038461538461
SKU01790,Product SKU01790,Home & Kitchen,Cookware,75.45,166.28,SUP017,8.61,90.83,1.2038436050364478
SKU01791,Product SKU01791,Grocery,Snacks,78.13,129.0,SUP019,21.65,50.870000000000005,0.6510943299628825
SKU01792,Product SKU01792,Electronics,Accessories,156.79,286.84,SUP033,39.72,130.04999999999998,0.8294534090184322
SKU01793,Product SKU01793,Grocery,Beverages,116.14,191.01,SUP032,40.52,74.86999999999999,0.6446530049939727
SKU01794,Product SKU01794,Electronics,Accessories,49.18,73.36,SUP058,25.27,24.18,0.49166327775518504
SKU01795,Product SKU01795,Sports,Outdoor,53.65,65.01,SUP033,32.45,11.360000000000007,0.21174277726001878
SKU01796,Product SKU01796,Home & Kitchen,Appliances,103.2,183.61,SUP011,48.35,80.41000000000001,0.7791666666666668
SKU01797,Product SKU01797,Grocery,Snacks,115.1,267.32,SUP001,7.06,152.22,1.3225021720243266
SKU01798,Product SKU01798,Home & Kitchen,Appliances,114.7,267.06,SUP043,29.2,152.36,1.3283347863993027
SKU01799,Product SKU01799,Sports,Team Sports,144.17,242.73,SUP028,4.71,98.56,0.6836373725462996
SKU01800,Product SKU01800,Home & Kitchen,Appliances,92.66,158.71,SUP035,43.37,66.05000000000001,0.7128210662637602
SKU01801,Product SKU01801,Automotive,Parts,50.31,123.6,SUP048,47.91,73.28999999999999,1.4567680381633867
SKU01802,Product SKU01802,Apparel,Men,51.03,84.33,SUP030,44.79,33.3,0.6525573192239859
SKU01803,Product SKU01803,Toys,Educational,193.39,343.55,SUP006,16.12,150.16000000000003,0.7764620714618131
SKU01804,Product SKU01804,Home & Kitchen,Appliances,106.17,222.33,SUP012,13.75,116.16000000000001,1.0940943769426392
SKU01805,Product SKU01805,Health & Beauty,Personal Care,147.82,187.31,SUP005,2.56,39.49000000000001,0.2671492355567583
SKU01806,Product SKU01806,Pet Supplies,Dog,78.48,130.24,SUP059,15.85,51.760000000000005,0.6595310907237513
SKU01807,Product SKU01807,Health & Beauty,Supplements,99.22,160.43,SUP025,9.69,61.21000000000001,0.6169119129207822
SKU01808,Product SKU01808,Office Supplies,Storage,63.27,156.11,SUP026,20.61,92.84,1.4673620989410463
SKU01809,Product SKU01809,Automotive,Accessories,90.05,175.55,SUP002,49.17,85.50000000000001,0.949472515269295
SKU01810,Product SKU01810,Automotive,Parts,49.84,103.95,SUP035,35.83,54.11,1.0856741573033708
SKU01811,Product SKU01811,Electronics,Mobile,122.25,160.78,SUP049,33.88,38.53,0.31517382413087935
SKU01812,Product SKU01812,Pet Supplies,Dog,14.69,29.01,SUP045,37.01,14.320000000000002,0.9748127978216475
SKU01813,Product SKU01813,Home & Kitchen,Cookware,43.77,100.41,SUP060,1.61,56.63999999999999,1.294037011651816
SKU01814,Product SKU01814,Grocery,Dry Goods,169.07,304.06,SUP019,10.96,134.99,0.7984266871709943
SKU01815,Product SKU01815,Health & Beauty,Personal Care,28.49,69.5,SUP006,3.73,41.010000000000005,1.4394524394524397
SKU01816,Product SKU01816,Health & Beauty,Supplements,41.42,68.43,SUP025,31.05,27.010000000000005,0.6521004345726703
SKU01817,Product SKU01817,Automotive,Parts,109.87,149.79,SUP031,14.56,39.91999999999999,0.3633384909438426
SKU01818,Product SKU01818,Apparel,Kids,49.27,72.8,SUP015,20.62,23.529999999999994,0.47757255936675447
SKU01819,Product SKU01819,Apparel,Kids,141.4,209.65,SUP026,18.4,68.25,0.48267326732673266
SKU01820,Product SKU01820,Grocery,Beverages,79.4,196.07,SUP041,47.74,116.66999999999999,1.469395465994962
SKU01821,Product SKU01821,Apparel,Women,160.43,242.92,SUP044,3.5,82.48999999999998,0.5141806395312596
SKU01822,Product SKU01822,Toys,Educational,64.75,100.16,SUP036,25.35,35.41,0.5468725868725868
SKU01823,Product SKU01823,Grocery,Dry Goods,155.99,361.24,SUP008,42.26,205.25,1.3157894736842104
SKU01824,Product SKU01824,Electronics,Mobile,73.22,153.28,SUP037,15.71,80.06,1.0934170991532368
SKU01825,Product SKU01825,Pet Supplies,Cat,14.06,29.7,SUP035,0.59,15.639999999999999,1.1123755334281649
SKU01826,Product SKU01826,Grocery,Dry Goods,83.02,135.17,SUP020,34.7,52.14999999999999,0.6281618887015177
SKU01827,Product SKU01827,Sports,Team Sports,153.72,245.23,SUP048,40.6,91.50999999999999,0.5953031485818371
SKU01828,Product SKU01828,Toys,Educational,60.2,107.17,SUP027,36.38,46.97,0.7802325581395348
SKU01829,Product SKU01829,Grocery,Dry Goods,139.2,345.71,SUP011,11.34,206.51,1.4835488505747128
SKU01830,Product SKU01830,Apparel,Men,133.14,265.29,SUP040,45.76,132.15000000000003,0.9925642181162689
SKU01831,Product SKU01831,Health & Beauty,Skincare,32.96,71.77,SUP008,28.46,38.809999999999995,1.1774878640776698
SKU01832,Product SKU01832,Apparel,Kids,56.38,102.43,SUP052,16.76,46.050000000000004,0.8167789996452643
SKU01833,Product SKU01833,Pet Supplies,Dog,116.7,274.91,SUP055,28.51,158.21000000000004,1.355698371893745
SKU01834,Product SKU01834,Grocery,Beverages,127.08,238.2,SUP042,2.65,111.11999999999999,0.8744098205854579
SKU01835,Product SKU01835,Grocery,Dry Goods,48.11,88.5,SUP019,15.58,40.39,0.8395344003325712
SKU01836,Product SKU01836,Home & Kitchen,Cookware,37.99,70.49,SUP007,16.21,32.49999999999999,0.8554882863911554
SKU01837,Product SKU01837,Sports,Team Sports,53.11,95.77,SUP038,6.75,42.66,0.8032385614761814
SKU01838,Product SKU01838,Office Supplies,Writing,185.69,432.29,SUP023,35.41,246.60000000000002,1.328019817976197
SKU01839,Product SKU01839,Apparel,Kids,23.03,50.86,SUP042,40.42,27.83,1.2084237950499348
SKU01840,Product SKU01840,Sports,Fitness,154.02,207.64,SUP019,32.23,53.619999999999976,0.34813660563563154
SKU01841,Product SKU01841,Pet Supplies,Dog,167.2,326.13,SUP058,32.36,158.93,0.9505382775119618
SKU01842,Product SKU01842,Sports,Outdoor,92.76,175.07,SUP032,1.82,82.30999999999999,0.8873436826218196
SKU01843,Product SKU01843,Office Supplies,Writing,128.51,167.82,SUP040,21.81,39.31,0.30589059217181547
SKU01844,Product SKU01844,Health & Beauty,Personal Care,59.95,114.45,SUP038,6.76,54.5,0.9090909090909091
SKU01845,Product SKU01845,Apparel,Kids,138.95,310.35,SUP037,8.25,171.40000000000003,1.2335372436128107
SKU01846,Product SKU01846,Toys,Action Figures,22.65,31.46,SUP028,43.87,8.810000000000002,0.38896247240618115
SKU01847,Product SKU01847,Apparel,Men,106.58,192.64,SUP021,5.42,86.05999999999999,0.8074685682116719
SKU01848,Product SKU01848,Sports,Fitness,130.61,304.11,SUP046,41.43,173.5,1.3283822065691753
SKU01849,Product SKU01849,Automotive,Accessories,125.96,163.48,SUP054,5.71,37.519999999999996,0.2978723404255319
SKU01850,Product SKU01850,Toys,Educational,11.76,18.05,SUP044,6.87,6.290000000000001,0.5348639455782314
SKU01851,Product SKU01851,Toys,Action Figures,53.49,90.96,SUP030,47.15,37.46999999999999,0.700504767246214
SKU01852,Product SKU01852,Office Supplies,Writing,122.85,280.77,SUP050,35.55,157.92,1.2854700854700853
SKU01853,Product SKU01853,Health & Beauty,Supplements,24.28,52.36,SUP036,13.83,28.08,1.1565074135090607
SKU01854,Product SKU01854,Home & Kitchen,Appliances,128.54,211.22,SUP042,49.88,82.68,0.643223899175354
SKU01855,Product SKU01855,Pet Supplies,Dog,54.18,84.68,SUP054,46.54,30.500000000000007,0.5629383536360282
SKU01856,Product SKU01856,Health & Beauty,Skincare,6.88,14.49,SUP058,36.29,7.61,1.1061046511627908
SKU01857,Product SKU01857,Grocery,Dry Goods,167.6,413.43,SUP017,48.78,245.83,1.466766109785203
SKU01858,Product SKU01858,Home & Kitchen,Decor,14.92,33.84,SUP005,32.35,18.92,1.2680965147453085
SKU01859,Product SKU01859,Electronics,Mobile,130.17,177.92,SUP053,32.54,47.75,0.36682799416148115
SKU01860,Product SKU01860,Pet Supplies,Other Pets,196.53,468.8,SUP026,22.01,272.27,1.3853864549941484
SKU01861,Product SKU01861,Pet Supplies,Dog,9.91,16.56,SUP059,41.34,6.649999999999999,0.671039354187689
SKU01862,Product SKU01862,Electronics,Accessories,140.9,253.22,SUP035,2.85,112.32,0.7971611071682043
SKU01863,Product SKU01863,Grocery,Beverages,86.53,156.6,SUP042,46.43,70.07,0.809776955969028
SKU01864,Product SKU01864,Apparel,Women,128.94,206.97,SUP026,26.31,78.03,0.6051651931130758
SKU01865,Product SKU01865,Sports,Team Sports,15.08,37.16,SUP047,18.07,22.08,1.4641909814323606
SKU01866,Product SKU01866,Health & Beauty,Skincare,96.62,160.57,SUP030,34.16,63.94999999999999,0.6618712481887806
SKU01867,Product SKU01867,Grocery,Snacks,133.12,283.53,SUP006,13.48,150.40999999999997,1.1298828124999998
SKU01868,Product SKU01868,Automotive,Accessories,64.5,87.9,SUP033,32.81,23.400000000000006,0.3627906976744187
SKU01869,Product SKU01869,Electronics,Laptop,9.88,19.53,SUP055,43.5,9.65,0.9767206477732793
SKU01870,Product SKU01870,Pet Supplies,Other Pets,178.38,318.19,SUP011,23.02,139.81,0.783776208095078
SKU01871,Product SKU01871,Grocery,Dry Goods,17.24,35.72,SUP029,41.08,18.48,1.0719257540603249
SKU01872,Product SKU01872,Apparel,Men,50.44,88.15,SUP037,41.96,37.71000000000001,0.7476209357652659
SKU01873,Product SKU01873,Pet Supplies,Other Pets,175.67,266.34,SUP056,27.57,90.66999999999999,0.5161382136961348
SKU01874,Product SKU01874,Apparel,Kids,40.11,53.44,SUP047,45.56,13.329999999999998,0.33233607579157315
SKU01875,Product SKU01875,Office Supplies,Writing,164.46,359.85,SUP003,2.53,195.39000000000001,1.188070047427946
SKU01876,Product SKU01876,Sports,Outdoor,169.06,299.14,SUP015,17.19,130.07999999999998,0.7694309712528096
SKU01877,Product SKU01877,Home & Kitchen,Cookware,110.2,145.33,SUP024,37.86,35.13000000000001,0.3187840290381126
SKU01878,Product SKU01878,Sports,Fitness,117.32,169.24,SUP043,9.49,51.920000000000016,0.4425502898056599
SKU01879,Product SKU01879,Sports,Team Sports,38.48,49.03,SUP059,29.43,10.550000000000004,0.2741683991683993
SKU01880,Product SKU01880,Toys,Action Figures,168.39,205.9,SUP031,2.55,37.51000000000002,0.22275669576578194
SKU01881,Product SKU01881,Office Supplies,Paper,115.41,261.44,SUP003,16.4,146.03,1.2653149640412442
SKU01882,Product SKU01882,Toys,Educational,71.22,140.68,SUP046,13.78,69.46000000000001,0.9752878404942433
SKU01883,Product SKU01883,Grocery,Snacks,7.27,15.67,SUP054,31.32,8.4,1.1554332874828062
SKU01884,Product SKU01884,Health & Beauty,Personal Care,116.99,253.19,SUP017,33.79,136.2,1.1642020685528678
SKU01885,Product SKU01885,Pet Supplies,Other Pets,42.76,70.91,SUP037,6.39,28.15,0.6583255378858747
SKU01886,Product SKU01886,Apparel,Women,27.71,57.61,SUP042,42.94,29.9,1.079032840129917
SKU01887,Product SKU01887,Automotive,Accessories,192.62,388.49,SUP038,9.29,195.87,1.0168725988993874
SKU01888,Product SKU01888,Home & Kitchen,Decor,22.92,51.72,SUP017,28.98,28.799999999999997,1.2565445026178008
SKU01889,Product SKU01889,Automotive,Parts,124.42,275.7,SUP034,35.19,151.27999999999997,1.2158816910464554
SKU01890,Product SKU01890,Automotive,Accessories,167.22,212.88,SUP053,37.4,45.66,0.2730534625044851
SKU01891,Product SKU01891,Toys,Action Figures,170.47,267.97,SUP051,32.06,97.50000000000003,0.5719481433683348
SKU01892,Product SKU01892,Office Supplies,Storage,64.2,156.99,SUP001,1.77,92.79,1.4453271028037384
SKU01893,Product SKU01893,Grocery,Dry Goods,116.8,165.44,SUP029,35.64,48.64,0.41643835616438357
SKU01894,Product SKU01894,Apparel,Men,36.83,55.47,SUP005,24.77,18.64,0.5061091501493348
SKU01895,Product SKU01895,Grocery,Snacks,183.14,270.17,SUP018,7.3,87.03000000000003,0.47521022168832605
SKU01896,Product SKU01896,Sports,Fitness,152.28,281.84,SUP012,45.6,129.55999999999997,0.8508011557656946
SKU01897,Product SKU01897,Apparel,Women,31.03,63.29,SUP039,11.72,32.26,1.0396390589751852
SKU01898,Product SKU01898,Home & Kitchen,Decor,33.04,69.0,SUP015,29.72,35.96,1.0883777239709445
SKU01899,Product SKU01899,Automotive,Accessories,151.46,242.68,SUP047,22.45,91.22,0.6022712267265284
SKU01900,Product SKU01900,Home & Kitchen,Cookware,82.28,204.0,SUP044,14.68,121.72,1.4793388429752066
SKU01901,Product SKU01901,Office Supplies,Writing,60.37,100.27,SUP014,28.27,39.9,0.6609243001490807
SKU01902,Product SKU01902,Pet Supplies,Dog,51.96,124.18,SUP042,13.36,72.22,1.3899153194765204
SKU01903,Product SKU01903,Automotive,Parts,179.37,239.37,SUP016,32.86,60.0,0.3345040976751965
SKU01904,Product SKU01904,Electronics,Laptop,181.58,257.73,SUP037,48.42,76.15,0.4193743804383743
SKU01905,Product SKU01905,Pet Supplies,Dog,91.67,222.71,SUP009,33.87,131.04000000000002,1.4294752918075708
SKU01906,Product SKU01906,Grocery,Dry Goods,61.71,89.16,SUP058,15.26,27.449999999999996,0.4448225571220223
SKU01907,Product SKU01907,Pet Supplies,Dog,20.42,28.32,SUP004,5.32,7.899999999999999,0.3868756121449558
SKU01908,Product SKU01908,Apparel,Women,85.74,191.56,SUP060,7.16,105.82000000000001,1.2341964077443435
SKU01909,Product SKU01909,Apparel,Kids,27.8,56.61,SUP026,9.94,28.81,1.0363309352517984
SKU01910,Product SKU01910,Pet Supplies,Other Pets,21.33,30.22,SUP041,46.19,8.89,0.4167838724800751
SKU01911,Product SKU01911,Electronics,Accessories,164.65,273.37,SUP006,32.83,108.72,0.6603097479501974
SKU01912,Product SKU01912,Sports,Outdoor,108.38,225.46,SUP039,34.17,117.08000000000001,1.0802731131205021
SKU01913,Product SKU01913,Office Supplies,Writing,126.49,195.54,SUP011,2.05,69.05,0.5458929559648984
SKU01914,Product SKU01914,Sports,Outdoor,92.2,217.43,SUP039,28.52,125.23,1.3582429501084599
SKU01915,Product SKU01915,Apparel,Kids,166.81,415.21,SUP053,8.26,248.39999999999998,1.4891193573526766
SKU01916,Product SKU01916,Apparel,Kids,138.97,288.58,SUP043,49.0,149.60999999999999,1.0765632870403683
SKU01917,Product SKU01917,Grocery,Beverages,197.15,412.57,SUP011,12.26,215.42,1.0926705554146587
SKU01918,Product SKU01918,Toys,Action Figures,160.11,214.41,SUP039,39.06,54.29999999999998,0.3391418399850102
SKU01919,Product SKU01919,Pet Supplies,Dog,182.22,309.35,SUP015,31.57,127.13000000000002,0.6976731423553947
SKU01920,Product SKU01920,Automotive,Accessories,87.17,154.21,SUP009,15.59,67.04,0.7690719284157395
SKU01921,Product SKU01921,Home & Kitchen,Appliances,152.9,369.56,SUP013,47.04,216.66,1.4170045781556573
SKU01922,Product SKU01922,Grocery,Snacks,36.61,85.56,SUP044,36.9,48.95,1.337066375307293
SKU01923,Product SKU01923,Automotive,Parts,52.06,67.03,SUP039,13.47,14.969999999999999,0.2875528236650019
SKU01924,Product SKU01924,Home & Kitchen,Appliances,182.62,369.46,SUP031,36.08,186.83999999999997,1.0231080933085093
SKU01925,Product SKU01925,Pet Supplies,Other Pets,52.92,113.0,SUP003,1.5,60.08,1.1352985638699924
SKU01926,Product SKU01926,Grocery,Snacks,76.31,153.75,SUP049,7.39,77.44,1.0148080199187524
SKU01927,Product SKU01927,Home & Kitchen,Appliances,164.95,248.34,SUP031,32.65,83.39000000000001,0.5055471354956048
SKU01928,Product SKU01928,Apparel,Kids,82.23,162.39,SUP035,5.46,80.15999999999998,0.9748267055819042
SKU01929,Product SKU01929,Electronics,Audio,5.35,12.75,SUP034,13.55,7.4,1.383177570093458
SKU01930,Product SKU01930,Automotive,Accessories,164.3,410.61,SUP056,10.65,246.31,1.4991479001825927
SKU01931,Product SKU01931,Electronics,Audio,54.5,112.36,SUP015,48.28,57.86,1.061651376146789
SKU01932,Product SKU01932,Office Supplies,Writing,183.33,339.85,SUP023,39.78,156.52,0.8537609774723177
SKU01933,Product SKU01933,Pet Supplies,Other Pets,28.88,71.35,SUP059,48.22,42.47,1.4705678670360112
SKU01934,Product SKU01934,Pet Supplies,Dog,34.42,54.7,SUP028,5.1,20.28,0.5891923300406741
