warehouse_id,work_date,picks_per_hour,lines_per_hour,receiving_volume,outbound_volume,labor_hours,errors,rework,units_per_labor_hour,error_rate
EFC,2024,77.62,83.54,682,1467,496.39,2,1,2.9553375370172645,0.0013633265167007499
EFC,2024,91.17,96.66,781,1063,548.08,5,3,1.9394978835206538,0.004703668861712135
EFC,2024,78.75,92.55,1079,1041,331.18,6,4,3.143305755178453,0.005763688760806916
EFC,2024,108.29,100.98,1042,922,650.01,3,2,1.4184397163120568,0.0032537960954446853
EFC,2024,90.28,85.71,1027,839,624.37,3,1,1.343754504540577,0.003575685339690107
EFC,2024,62.58,66.09,834,983,472.04,4,1,2.08245063977629,0.004069175991861648
EFC,2024,71.99,76.16,1085,1124,349.29,1,0,3.217956425892525,0.0008896797153024911
EFC,2024,78.72,76.7,598,1011,524.91,3,1,1.9260444647653885,0.002967359050445104
EFC,2024,68.19,61.98,582,877,425.63,4,1,2.060475060498555,0.004561003420752566
EFC,2024,68.75,57.06,596,979,572.4,4,2,1.7103424178895879,0.0040858018386108275
EFC,2024,84.63,95.88,557,1086,483.32,2,1,2.2469585367872216,0.001841620626151013
EFC,2024,101.47,116.81,922,531,419.25,3,1,1.2665474060822899,0.005649717514124294
EFC,2024,64.52,53.26,661,892,520.91,4,2,1.712387936495748,0.004484304932735426
EFC,2024,111.96,127.17,682,767,485.69,4,1,1.579196606889168,0.005215123859191656
EFC,2024,94.09,97.42,1122,956,441.37,3,1,2.165983188707887,0.0031380753138075313
EFC,2024,84.17,73.94,783,1024,567.36,4,2,1.8048505358150029,0.00390625
EFC,2024,86.79,80.32,810,904,520.09,1,0,1.7381607029552577,0.0011061946902654867
EFC,2024,93.68,108.35,738,1152,479.09,3,1,2.4045586424262666,0.0026041666666666665
EFC,2024,71.98,73.87,826,1036,623.01,4,2,1.6628946565865717,0.003861003861003861
EFC,2024,66.49,73.42,1089,1007,484.95,3,2,2.0765027322404372,0.0029791459781529296
EFC,2024,96.58,79.84,575,684,625.64,7,4,1.0932804807876735,0.01023391812865497
EFC,2024,77.44,81.44,803,418,700.77,3,1,0.5964867217489334,0.007177033492822967
EFC,2024,75.46,66.9,615,822,429.22,4,2,1.91510181259028,0.004866180048661801
EFC,2024,67.88,64.36,645,447,591.15,4,2,0.756153260593758,0.008948545861297539
EFC,2024,80.61,73.62,745,922,385.68,5,2,2.3905828666251816,0.005422993492407809
EFC,2024,78.62,76.12,811,492,475.06,4,2,1.0356586536437502,0.008130081300813009
EFC,2024,72.08,81.9,803,1305,649.68,0,0,2.008681196896934,0.0
EFC,2024,108.75,94.02,913,692,698.88,2,0,0.9901556776556777,0.002890173410404624
EFC,2024,86.43,72.36,820,745,648.46,6,3,1.1488757980445978,0.008053691275167786
EFC,2024,93.44,95.46,503,937,487.36,4,1,1.9226034143138542,0.004268943436499467
EFC,2024,104.13,112.3,985,1123,528.8,1,0,2.123676248108926,0.0008904719501335708
EFC,2024,99.94,117.31,830,861,487.8,4,2,1.7650676506765066,0.004645760743321719
EFC,2024,99.3,91.99,852,819,470.26,3,2,1.7415897588568026,0.003663003663003663
EFC,2024,81.59,70.71,794,911,518.1,1,0,1.7583478093032232,0.0010976948408342481
EFC,2024,85.33,92.25,639,1025,489.92,4,1,2.0921783148269104,0.003902439024390244
EFC,2024,87.88,103.37,364,501,493.29,5,2,1.0156297512619352,0.00998003992015968
EFC,2024,78.59,90.52,761,1330,342.6,5,1,3.8820782253356683,0.0037593984962406013
EFC,2024,86.63,92.68,818,1253,475.45,1,0,2.635398043958355,0.0007980845969672786
EFC,2024,60.23,54.83,960,1069,661.04,2,0,1.6171487353261529,0.0018709073900841909
EFC,2024,88.47,83.73,1021,1026,547.59,4,2,1.873664603078946,0.003898635477582846
EFC,2024,78.3,63.25,895,978,555.4,5,3,1.7608930500540152,0.005112474437627812
EFC,2024,91.85,102.3,546,1298,688.01,1,0,1.8866004854580603,0.0007704160246533128
EFC,2024,70.43,71.76,718,796,541.73,2,0,1.469366658667602,0.002512562814070352
EFC,2024,91.38,73.22,761,780,571.75,3,2,1.364232619151727,0.0038461538461538464
EFC,2024,85.99,69.02,521,416,636.61,5,3,0.6534613028384725,0.01201923076923077
EFC,2024,82.08,87.58,1015,1131,471.96,2,1,2.396389524535978,0.0017683465959328027
EFC,2024,100.65,114.01,905,676,304.07,2,1,2.2231722958529287,0.0029585798816568047
EFC,2024,90.29,81.97,408,1005,247.57,2,0,4.059457931090197,0.001990049751243781
EFC,2024,81.82,80.82,697,993,694.77,1,0,1.429249967615182,0.0010070493454179255
EFC,2024,82.05,74.12,900,710,445.65,2,1,1.5931785033097723,0.0028169014084507044
EFC,2024,105.26,113.8,764,650,532.45,2,0,1.2207719034651139,0.003076923076923077
EFC,2024,61.3,56.55,740,1012,554.15,4,1,1.826220337453758,0.003952569169960474
EFC,2024,85.49,84.18,599,1157,593.07,7,3,1.950865833712715,0.006050129645635264
EFC,2024,55.05,55.08,891,869,444.04,0,0,1.9570308981172866,0.0
EFC,2024,65.34,52.79,965,995,614.45,5,2,1.6193343640654243,0.005025125628140704
EFC,2024,76.18,74.13,1135,1240,410.57,0,0,3.020191441167158,0.0
EFC,2024,104.49,114.81,919,789,564.22,4,1,1.3983906986636419,0.005069708491761723
EFC,2024,76.57,64.82,1378,1175,653.81,2,1,1.7971581958061211,0.001702127659574468
EFC,2024,49.02,57.65,846,749,502.86,2,1,1.4894801734081056,0.0026702269692923898
EFC,2024,90.31,76.63,586,857,629.89,6,3,1.3605550175427457,0.007001166861143524
EFC,2024,75.04,82.06,538,808,457.51,0,0,1.766081615702389,0.0
EFC,2024,63.01,70.7,664,1328,356.88,1,0,3.721138758125981,0.0007530120481927711
EFC,2024,69.58,72.55,470,869,501.59,4,1,1.732490679638749,0.004602991944764097
EFC,2024,72.22,62.88,1040,970,772.61,2,1,1.2554846559066022,0.002061855670103093
EFC,2024,86.7,82.39,950,854,419.36,4,1,2.0364364746280046,0.00468384074941452
EFC,2024,68.55,74.35,649,1052,572.41,5,2,1.837843503782254,0.004752851711026616
EFC,2024,60.93,65.7,559,899,654.81,2,1,1.3729173347994075,0.002224694104560623
EFC,2024,95.81,87.07,825,1042,500.94,4,2,2.080089431868088,0.003838771593090211
EFC,2024,89.65,100.38,734,702,431.6,2,0,1.6265060240963856,0.002849002849002849
EFC,2024,90.64,93.27,672,813,665.91,2,1,1.2208857052754878,0.0024600246002460025
EFC,2024,71.84,61.12,1268,649,647.0,4,1,1.0030911901081916,0.0061633281972265025
EFC,2024,87.58,82.6,851,767,506.03,7,2,1.5157204118332905,0.009126466753585397
EFC,2024,65.35,56.03,575,819,545.93,0,0,1.5001923323503015,0.0
EFC,2024,90.34,106.86,660,1150,701.37,4,2,1.6396481172562272,0.0034782608695652175
EFC,2024,92.6,74.95,907,1145,578.38,4,2,1.9796673467270653,0.0034934497816593887
EFC,2024,82.31,85.57,762,1225,542.56,4,1,2.257814803892657,0.0032653061224489797
EFC,2024,66.52,56.18,831,1100,541.58,4,2,2.0310942058421655,0.0036363636363636364
EFC,2024,110.79,99.63,894,867,376.47,4,1,2.3029723483942943,0.00461361014994233
EFC,2024,84.24,92.65,878,1254,321.14,1,0,3.90483901102323,0.0007974481658692185
EFC,2024,74.78,82.62,984,641,628.9,3,1,1.0192399427571952,0.0046801872074883
EFC,2024,100.48,89.26,963,974,603.29,2,0,1.614480598054004,0.002053388090349076
EFC,2024,91.73,100.87,768,533,512.37,1,0,1.0402638718113864,0.001876172607879925
EFC,2024,70.9,64.28,607,618,470.18,2,0,1.3143902335275852,0.003236245954692557
EFC,2024,73.47,65.64,733,829,340.55,4,2,2.434297459991191,0.0048250904704463205
EFC,2024,87.32,86.96,955,1056,525.95,1,0,2.0077954178153816,0.000946969696969697
EFC,2024,76.76,74.01,935,1182,619.36,6,3,1.908421596486696,0.005076142131979695
EFC,2024,86.21,100.72,654,1081,484.01,2,0,2.233424929236999,0.0018501387604070306
EFC,2024,58.18,58.61,1020,533,477.39,2,0,1.11648756781667,0.00375234521575985
EFC,2024,63.3,71.33,532,743,507.71,6,2,1.4634338500324988,0.008075370121130552
EFC,2024,79.46,92.12,803,1232,566.99,7,5,2.172877828533131,0.005681818181818182
EFC,2024,88.64,76.29,696,857,406.92,4,2,2.1060650742160623,0.004667444574095682
EFC,2024,89.98,86.3,1031,637,510.6,4,2,1.2475518997258128,0.006279434850863423
EFC,2024,56.11,53.17,473,941,591.83,0,0,1.5899836101583225,0.0
EFC,2024,82.1,70.68,743,1149,634.24,2,0,1.811617053481332,0.0017406440382941688
EFC,2024,60.61,55.11,597,959,451.01,9,6,2.126338662113922,0.009384775808133473
EFC,2024,88.5,97.99,885,595,568.45,4,1,1.0467059547893394,0.0067226890756302525
EFC,2024,60.29,52.65,883,643,423.45,5,3,1.5184791592868108,0.007776049766718507
EFC,2024,66.19,60.56,880,1112,570.71,4,1,1.9484501760964412,0.0035971223021582736
EFC,2024,107.74,125.46,117,949,502.69,2,0,1.8878434024945792,0.002107481559536354
EFC,2024,70.84,78.0,948,1196,476.87,5,2,2.508021053956005,0.004180602006688963
EFC,2024,84.58,89.58,1065,780,623.9,7,3,1.2502003526206122,0.008974358974358974
EFC,2024,40.51,42.65,953,953,537.2,3,1,1.774013402829486,0.0031479538300104933
EFC,2024,72.06,58.75,775,723,533.83,3,1,1.3543637487589681,0.004149377593360996
EFC,2024,69.04,73.81,753,1120,562.21,1,0,1.9921381690115791,0.0008928571428571428
EFC,2024,68.46,73.82,912,479,536.3,2,0,0.8931568152153646,0.0041753653444676405
EFC,2024,93.4,111.38,541,841,334.72,2,0,2.5125478011472273,0.0023781212841854932
EFC,2024,82.11,92.49,1078,1057,628.99,3,1,1.680471867597259,0.002838221381267739
EFC,2024,69.26,75.59,860,1011,483.8,3,1,2.089706490285242,0.002967359050445104
EFC,2024,94.33,81.32,622,1166,705.69,2,1,1.6522835806090492,0.0017152658662092624
EFC,2024,101.48,109.26,1019,787,382.6,1,0,2.05697856769472,0.0012706480304955528
EFC,2024,86.39,75.46,1260,1230,387.6,5,2,3.1733746130030958,0.0040650406504065045
EFC,2024,72.2,83.18,881,586,455.02,2,1,1.2878554788800494,0.0034129692832764505
EFC,2024,87.01,85.8,678,852,896.46,4,2,0.9504049260424335,0.004694835680751174
EFC,2024,89.74,102.6,1223,1016,609.02,3,1,1.6682539161275491,0.002952755905511811
EFC,2024,85.64,86.39,923,1270,750.75,5,3,1.6916416916416916,0.003937007874015748
EFC,2024,55.83,63.37,487,980,613.48,3,1,1.5974440894568689,0.003061224489795918
EFC,2024,63.46,59.21,1213,826,548.53,1,0,1.5058428891765265,0.0012106537530266344
EFC,2024,112.8,98.69,1147,1459,544.37,4,2,2.6801623895512243,0.0027416038382453737
EFC,2024,65.26,52.77,882,888,495.74,1,0,1.7912615483923024,0.0011261261261261261
EFC,2024,82.5,86.27,1007,1105,424.15,2,1,2.6052104208416833,0.0018099547511312218
EFC,2024,73.1,72.55,1041,1090,503.2,3,1,2.1661367249602543,0.0027522935779816515
EFC,2024,91.64,102.56,397,1083,605.13,5,1,1.7896980814039958,0.0046168051708217915
EFC,2024,58.65,46.93,980,1391,510.3,3,1,2.7258475406623552,0.002156721782890007
EFC,2024,102.29,110.97,503,984,488.08,5,1,2.0160629405015573,0.00508130081300813
EFC,2024,96.22,114.97,966,993,577.07,4,1,1.7207617793335295,0.004028197381671702
EFC,2024,73.73,82.5,1129,1328,476.42,5,2,2.787456445993031,0.0037650602409638554
EFC,2024,83.85,77.06,829,1173,570.11,4,2,2.0574976758871095,0.0034100596760443308
EFC,2024,95.97,85.85,1128,733,600.07,4,2,1.22152415551519,0.005457025920873124
EFC,2024,99.94,103.8,1202,1080,663.38,3,1,1.6280261690132352,0.002777777777777778
EFC,2024,38.03,39.34,939,608,582.22,2,1,1.0442787949572325,0.003289473684210526
EFC,2024,50.43,51.24,1185,1254,406.76,4,1,3.082899006785328,0.003189792663476874
EFC,2024,93.13,103.04,924,1251,692.7,3,1,1.8059766132524901,0.002398081534772182
EFC,2024,79.32,65.04,1371,1312,699.09,1,0,1.8767254573803085,0.0007621951219512195
EFC,2024,68.45,64.47,784,956,498.28,4,2,1.91859998394477,0.0041841004184100415
EFC,2024,86.35,90.53,1102,749,502.7,2,1,1.4899542470658445,0.0026702269692923898
EFC,2024,70.9,75.65,696,500,590.41,1,0,0.8468691248454464,0.002
EFC,2024,72.64,61.8,1275,1019,624.29,1,0,1.6322542408175689,0.0009813542688910696
EFC,2024,90.44,92.27,920,1128,413.18,2,1,2.7300450166997434,0.0017730496453900709
EFC,2024,76.2,80.87,941,1438,439.86,4,2,3.269222025189833,0.0027816411682892906
EFC,2024,80.56,69.61,814,1075,462.36,2,1,2.3250281166190847,0.0018604651162790699
EFC,2024,73.1,63.22,785,1168,608.95,1,0,1.9180556695952047,0.0008561643835616438
EFC,2024,91.56,87.09,889,846,697.38,2,1,1.2131119332358256,0.002364066193853428
EFC,2024,80.43,79.61,1029,880,549.51,3,2,1.601426725628287,0.003409090909090909
EFC,2024,121.03,108.01,907,1539,567.69,1,0,2.710986630026951,0.000649772579597141
EFC,2024,67.37,55.66,764,845,683.9,4,1,1.2355607544962715,0.004733727810650888
EFC,2024,103.03,98.44,1346,1260,528.72,3,1,2.383113935542442,0.002380952380952381
EFC,2024,89.85,92.25,842,921,746.3,6,4,1.2340881682969316,0.006514657980456026
EFC,2024,70.65,73.28,856,795,365.61,3,1,2.174448182489538,0.0037735849056603774
EFC,2024,71.42,57.17,600,1158,663.83,3,2,1.7444225178132955,0.0025906735751295338
EFC,2024,64.74,69.77,1147,1224,443.02,4,3,2.762854950115119,0.0032679738562091504
EFC,2024,96.17,84.24,930,1849,451.71,3,2,4.0933342188572315,0.0016224986479177934
EFC,2024,78.43,72.28,1186,1004,545.97,2,0,1.8389288788761287,0.00199203187250996
EFC,2024,68.13,56.35,1170,1345,645.14,2,1,2.084818799020368,0.001486988847583643
EFC,2024,101.69,117.08,1052,1163,574.77,3,2,2.023418062877325,0.0025795356835769563
EFC,2024,95.64,106.24,926,1362,534.47,4,3,2.548318895354276,0.002936857562408223
EFC,2024,89.34,89.59,736,791,601.72,4,3,1.314564913913448,0.0050568900126422255
EFC,2024,89.32,93.71,665,1142,457.23,4,2,2.497648885681167,0.0035026269702276708
EFC,2024,70.79,79.19,923,597,494.17,3,0,1.2080862860958779,0.005025125628140704
EFC,2024,85.64,93.84,662,1047,673.89,4,1,1.553666028580332,0.0038204393505253103
EFC,2024,90.05,94.0,905,1003,487.1,3,2,2.059125436255389,0.0029910269192422734
EFC,2024,89.6,98.06,988,896,712.72,1,0,1.2571556852620944,0.0011160714285714285
EFC,2024,85.49,85.78,753,1019,726.34,5,2,1.4029242503510753,0.004906771344455349
EFC,2024,56.88,47.41,438,958,607.06,4,2,1.57809771686489,0.0041753653444676405
EFC,2024,74.0,73.44,1488,1021,546.83,2,1,1.867125066291169,0.0019588638589618022
EFC,2024,115.09,129.24,648,910,481.37,2,1,1.8904377090387852,0.002197802197802198
EFC,2024,76.04,70.48,611,955,636.65,2,1,1.500039268043666,0.0020942408376963353
EFC,2024,106.83,95.6,1226,1390,695.93,6,4,1.9973273174026125,0.004316546762589928
EFC,2024,82.46,91.0,743,886,439.36,2,0,2.0165695557174073,0.002257336343115124
EFC,2024,100.1,103.27,758,1073,330.72,3,0,3.2444363812288337,0.0027958993476234857
EFC,2024,66.52,54.97,548,1006,640.68,0,0,1.5702066554286072,0.0
EFC,2024,88.61,81.8,631,765,435.55,3,0,1.7563999540810469,0.00392156862745098
EFC,2024,107.54,124.04,876,564,550.77,4,1,1.0240209161719047,0.0070921985815602835
EFC,2024,94.47,110.72,1265,1153,687.98,3,2,1.6759208116515014,0.0026019080659150044
EFC,2024,84.28,71.1,772,905,423.24,3,1,2.138266704470277,0.0033149171270718232
EFC,2024,83.76,91.55,776,465,708.83,3,1,0.6560106090317848,0.0064516129032258064
EFC,2024,70.52,73.86,1038,780,484.5,1,0,1.609907120743034,0.001282051282051282
EFC,2024,59.77,70.57,688,740,517.87,1,0,1.4289300403576186,0.0013513513513513514
EFC,2024,71.57,75.17,806,1143,611.02,3,1,1.87064253215934,0.0026246719160104987
EFC,2024,61.66,65.95,822,1031,570.21,5,2,1.8081057855877658,0.004849660523763337
EFC,2024,55.23,44.6,493,656,353.46,2,0,1.8559384371640357,0.003048780487804878
EFC,2024,77.51,65.23,1022,601,603.73,1,0,0.9954781110761433,0.0016638935108153079
EFC,2024,99.94,119.87,1263,611,549.03,4,1,1.1128717920696503,0.006546644844517185
EFC,2024,80.7,86.13,655,653,590.22,0,0,1.1063671173460743,0.0
EFC,2024,85.92,72.53,992,1165,528.7,4,2,2.2035180631738225,0.0034334763948497852
EFC,2024,97.96,98.16,1029,1064,518.62,0,0,2.05159847287031,0.0
EFC,2024,43.43,48.6,680,1038,615.94,6,2,1.6852290807546189,0.005780346820809248
EFC,2024,59.98,57.98,800,1281,523.65,2,1,2.4462904611859067,0.00156128024980484
EFC,2024,63.34,58.12,526,755,699.46,4,2,1.0794041117433448,0.005298013245033113
EFC,2024,84.18,94.89,1047,739,399.56,2,0,1.8495344879367304,0.0027063599458728013
EFC,2024,79.74,79.04,842,1291,508.46,4,2,2.539039452464304,0.003098373353989156
EFC,2024,70.58,78.81,744,668,468.56,3,1,1.425644527915315,0.004491017964071856
EFC,2024,85.31,83.69,866,859,516.94,4,1,1.661701551437304,0.004656577415599534
EFC,2024,63.63,65.66,919,917,376.92,1,0,2.432877003077576,0.0010905125408942203
EFC,2024,107.63,122.98,980,1086,500.58,3,1,2.1694833992568623,0.0027624309392265192
EFC,2024,79.26,76.32,746,824,626.33,2,0,1.3156004023438124,0.0024271844660194173
EFC,2024,79.74,75.82,920,901,464.81,4,2,1.9384264538198404,0.004439511653718091
EFC,2024,63.87,60.66,964,912,450.33,3,1,2.025181533542069,0.003289473684210526
EFC,2024,62.92,54.18,955,1089,465.55,5,3,2.339168725163785,0.004591368227731864
EFC,2024,73.54,77.63,738,914,496.5,3,1,1.8408862034239677,0.0032822757111597373
EFC,2024,72.97,75.11,871,991,348.73,6,3,2.84174002810197,0.006054490413723511
EFC,2024,53.28,53.98,804,688,616.31,5,2,1.11632133179731,0.007267441860465116
EFC,2024,78.67,83.21,520,953,547.22,2,1,1.7415299148422936,0.002098635886673662
EFC,2024,62.54,72.06,665,782,362.25,7,5,2.1587301587301586,0.008951406649616368
EFC,2024,92.96,87.61,650,719,606.47,6,3,1.1855491615413787,0.008344923504867872
EFC,2024,67.49,56.47,681,697,324.91,1,0,2.145209442614878,0.0014347202295552368
EFC,2024,67.11,66.25,486,821,546.08,6,4,1.5034427190155288,0.007308160779537149
EFC,2024,78.06,68.17,943,794,563.55,4,2,1.4089255611746963,0.005037783375314861
EFC,2024,64.06,55.62,696,1172,663.21,0,0,1.7671627388006814,0.0
EFC,2024,94.63,110.16,1069,449,471.44,1,0,0.9524011539114203,0.0022271714922048997
EFC,2024,106.46,120.24,968,1211,495.2,5,1,2.4454765751211633,0.004128819157720892
EFC,2024,79.93,82.55,708,1082,557.09,6,3,1.94223554542354,0.005545286506469501
EFC,2024,75.75,69.28,883,634,628.97,3,1,1.0079972017743295,0.00473186119873817
EFC,2024,73.24,73.36,871,719,328.12,5,3,2.191271486041692,0.006954102920723227
EFC,2024,101.54,105.62,880,759,621.24,1,0,1.2217500482905157,0.0013175230566534915
EFC,2024,76.2,79.53,1107,893,535.61,2,0,1.6672578928698119,0.0022396416573348264
EFC,2024,77.55,74.37,353,1148,578.1,2,1,1.9858156028368794,0.0017421602787456446
EFC,2024,72.6,85.47,1072,727,598.11,1,0,1.2154954774205413,0.001375515818431912
EFC,2024,42.51,44.52,508,1137,590.7,1,0,1.924834941594718,0.0008795074758135445
EFC,2024,107.25,89.54,837,774,386.2,6,3,2.00414293112377,0.007751937984496124
EFC,2024,69.72,58.41,862,880,518.62,3,2,1.6968107670355945,0.003409090909090909
EFC,2024,84.95,75.23,1083,743,603.28,4,2,1.2316005834769925,0.005383580080753701
EFC,2024,54.2,50.2,445,714,520.18,5,2,1.3726017916874929,0.0070028011204481795
EFC,2024,60.23,67.63,664,1059,552.25,3,1,1.917609778180172,0.0028328611898017
EFC,2024,77.5,78.08,961,993,400.04,2,1,2.4822517748225175,0.002014098690835851
EFC,2024,58.55,66.11,848,884,623.74,4,2,1.41725719049604,0.004524886877828055
EFC,2024,81.98,88.39,831,609,465.02,2,1,1.3096210915659543,0.003284072249589491
EFC,2024,93.76,108.82,752,1407,376.09,1,0,3.7411257943577336,0.0007107320540156361
EFC,2024,76.61,71.15,1054,1108,620.17,3,1,1.7866068981085832,0.002707581227436823
EFC,2024,106.95,118.71,798,1032,415.3,3,2,2.4849506380929447,0.0029069767441860465
EFC,2024,66.48,62.86,985,448,408.61,3,1,1.0963999902107144,0.006696428571428571
EFC,2024,97.14,84.15,1121,1207,482.27,3,1,2.502747423642358,0.0024855012427506215
EFC,2024,84.1,99.29,710,1068,467.66,4,2,2.283710387888637,0.003745318352059925
EFC,2024,50.17,55.64,701,747,479.46,2,1,1.5580027530972345,0.002677376171352075
EFC,2024,84.21,81.43,926,954,350.41,4,1,2.7225250420935474,0.0041928721174004195
EFC,2024,92.28,94.41,1139,1146,552.25,4,1,2.0751471253961067,0.0034904013961605585
EFC,2024,90.72,106.56,1083,838,318.22,4,3,2.633398277920935,0.00477326968973747
EFC,2024,74.75,70.8,377,1208,573.91,4,1,2.1048596469829763,0.0033112582781456954
EFC,2024,77.29,65.43,785,1585,478.13,1,0,3.3149980130926737,0.0006309148264984228
EFC,2024,94.65,97.21,719,793,498.76,4,1,1.5899430587857888,0.005044136191677175
EFC,2024,69.65,63.51,844,465,702.1,1,0,0.6622988178322176,0.002150537634408602
EFC,2024,56.53,59.99,405,775,780.34,2,1,0.993156829074506,0.0025806451612903226
EFC,2024,103.08,106.38,1156,913,636.01,3,1,1.435512020251254,0.0032858707557502738
EFC,2024,57.45,49.56,620,1171,548.94,1,0,2.1332021714577185,0.0008539709649871904
EFC,2024,94.72,105.91,588,1390,452.8,5,1,3.0697879858657244,0.0035971223021582736
EFC,2024,43.3,39.91,747,873,430.34,2,1,2.028628526281545,0.002290950744558992
EFC,2024,72.52,76.95,725,785,450.98,6,4,1.7406536875249456,0.007643312101910828
EFC,2024,57.31,62.22,775,755,434.45,3,1,1.7378294395212337,0.003973509933774834
EFC,2024,75.49,81.73,717,1095,581.55,3,2,1.8828991488264124,0.0027397260273972603
EFC,2024,92.68,86.69,834,913,444.18,2,1,2.055473006438831,0.002190580503833516
EFC,2024,84.83,75.12,646,1323,673.07,3,1,1.9656202178079545,0.0022675736961451248
EFC,2024,85.08,76.46,964,1105,509.86,1,0,2.1672616012238652,0.0009049773755656109
EFC,2024,52.93,51.94,658,1066,387.87,1,0,2.7483435171578106,0.0009380863039399625
EFC,2024,90.19,86.19,751,603,486.3,2,0,1.2399753238741518,0.003316749585406302
EFC,2024,56.27,57.51,870,1009,440.12,3,2,2.2925565754794146,0.002973240832507433
EFC,2024,114.28,109.63,778,699,599.51,1,0,1.1659521942920053,0.001430615164520744
EFC,2024,66.37,56.57,796,606,603.8,3,1,1.0036435905929115,0.0049504950495049506
EFC,2024,77.91,93.16,440,1279,509.72,1,0,2.5092207486463156,0.0007818608287724785
EFC,2024,110.2,112.79,996,1044,253.22,3,1,4.122897085538267,0.0028735632183908046
EFC,2024,58.56,56.08,709,794,733.51,1,0,1.0824664967076114,0.0012594458438287153
EFC,2024,76.07,64.97,1506,1614,711.64,2,1,2.268000674498342,0.0012391573729863693
EFC,2024,103.62,123.65,1613,1058,465.37,3,1,2.2734598276640092,0.002835538752362949
EFC,2024,58.43,67.42,1390,742,608.38,1,0,1.2196324665505112,0.0013477088948787063
EFC,2024,95.48,86.13,1182,1012,390.65,3,1,2.59055420453091,0.0029644268774703555
EFC,2024,91.61,95.09,689,1741,536.19,1,0,3.2469833454559014,0.0005743825387708214
EFC,2024,87.19,91.59,1101,1393,609.53,4,3,2.285367414237199,0.002871500358937545
EFC,2024,90.97,101.01,1345,930,533.01,1,0,1.7448077897225194,0.001075268817204301
EFC,2024,85.43,92.9,1237,1243,757.52,5,3,1.6408807688245854,0.004022526146419952
EFC,2024,68.77,57.81,1348,1513,525.9,5,3,2.87697280851873,0.003304692663582287
EFC,2024,82.1,96.87,1133,1210,606.97,3,1,1.9935087401354268,0.0024793388429752068
EFC,2024,72.52,62.35,981,1219,490.77,4,2,2.4838519061882347,0.003281378178835111
EFC,2024,86.96,95.12,1255,1149,838.58,4,1,1.3701733883469673,0.0034812880765883376
EFC,2024,58.77,62.06,1045,1604,563.95,1,0,2.8442237787037854,0.0006234413965087282
EFC,2024,88.18,96.28,1431,1156,545.23,1,0,2.120206151532381,0.0008650519031141869
EFC,2024,85.82,95.88,1058,578,488.01,2,0,1.1844019589762504,0.0034602076124567475
EFC,2024,88.63,98.43,1167,1270,738.39,3,1,1.7199582876257804,0.002362204724409449
EFC,2024,102.28,104.53,1392,1336,537.94,1,0,2.483548351117225,0.0007485029940119761
EFC,2024,89.44,107.27,1212,1109,586.32,4,3,1.8914585891663254,0.0036068530207394047
EFC,2024,70.98,84.36,1130,1117,678.28,4,1,1.6468125258005544,0.0035810205908683975
EFC,2024,86.0,101.32,1234,926,676.6,0,0,1.3686077446053797,0.0
EFC,2024,93.26,111.37,1224,1398,640.75,5,1,2.1818181818181817,0.00357653791130186
EFC,2024,77.0,87.22,1783,1337,438.15,2,1,3.0514663927878583,0.0014958863126402393
EFC,2024,93.4,111.16,984,1150,618.42,4,1,1.8595776333236314,0.0034782608695652175
EFC,2024,75.46,81.23,1336,1652,635.44,4,3,2.5997733853707663,0.002421307506053269
EFC,2024,83.54,97.87,886,1871,589.9,5,2,3.171724021020512,0.002672367717797969
EFC,2024,83.43,77.22,1069,1110,492.92,4,1,2.2518867158971028,0.0036036036036036037
EFC,2024,97.18,85.73,1003,1073,661.71,2,1,1.6215562708739477,0.001863932898415657
EFC,2024,76.43,83.08,841,1239,424.18,0,0,2.920929793955396,0.0
EFC,2024,77.26,89.95,1011,1456,599.2,1,0,2.4299065420560746,0.0006868131868131869
EFC,2024,82.86,94.13,1789,1545,750.73,1,0,2.057996883033847,0.0006472491909385113
EFC,2024,92.94,103.39,619,982,651.95,1,0,1.506250479331237,0.0010183299389002036
EFC,2024,86.3,84.03,901,1226,506.18,1,0,2.4220632976411554,0.0008156606851549756
EFC,2024,64.92,66.06,1093,1477,688.36,3,2,2.145679586263002,0.002031144211238998
EFC,2024,103.53,86.56,1213,1340,931.09,1,0,1.4391734418799471,0.0007462686567164179
EFC,2024,84.46,83.82,971,1503,705.86,4,3,2.129317428385232,0.0026613439787092482
EFC,2024,72.44,60.23,909,1360,814.42,1,0,1.6699000515704427,0.0007352941176470588
EFC,2024,71.51,77.64,925,1457,576.38,3,1,2.5278462125680976,0.002059025394646534
EFC,2024,78.69,86.11,608,716,545.71,2,0,1.3120521888915357,0.002793296089385475
EFC,2024,102.09,86.07,1289,1443,509.22,5,2,2.8337457287616354,0.003465003465003465
EFC,2024,107.9,119.06,1075,1621,657.18,5,3,2.466599713929213,0.0030845157310302285
EFC,2024,79.36,73.55,881,1111,551.25,2,1,2.015419501133787,0.0018001800180018
EFC,2024,106.84,122.77,1514,1635,666.59,2,0,2.452782069938043,0.0012232415902140672
EFC,2024,89.34,87.84,968,885,730.57,5,2,1.2113828928097239,0.005649717514124294
EFC,2024,97.73,92.8,1055,1491,463.14,6,4,3.2193289286176965,0.004024144869215292
EFC,2024,63.52,57.85,1394,1339,578.5,1,0,2.3146067415730336,0.0007468259895444362
EFC,2024,75.06,81.81,959,1301,662.89,2,0,1.9626182322858996,0.0015372790161414297
