supplier_id,shipment_id,order_date,promised_lead_time,actual_lead_time,units_ordered,units_received,delivery_status,cost_per_unit,fill_rate,lead_variance
SUP010,SHP002986,2024,12,8,306,306,Early,169.62,1.0,-4
SUP023,SHP002987,2022,7,8,495,495,On-Time,136.32,1.0,1
SUP006,SHP002988,2024,4,4,241,241,On-Time,149.76,1.0,0
SUP008,SHP002989,2022,13,11,340,340,Early,170.7,1.0,-2
SUP017,SHP002990,2023,11,8,144,144,Early,138.05,1.0,-3
SUP045,SHP002991,2022,5,5,254,254,On-Time,192.7,1.0,0
SUP051,SHP002992,2022,11,13,383,383,Late,82.98,1.0,2
SUP038,SHP002993,2023,3,1,377,332,Early,128.91,0.8806366047745358,-2
SUP030,SHP002994,2022,8,6,277,277,Early,67.58,1.0,-2
SUP034,SHP002995,2024,13,17,302,302,Late,51.85,1.0,4
SUP034,SHP002996,2023,3,3,353,333,On-Time,175.27,0.943342776203966,0
SUP030,SHP002997,2022,10,11,172,172,On-Time,69.46,1.0,1
SUP038,SHP002998,2024,5,1,317,317,Early,117.13,1.0,-4
SUP053,SHP002999,2022,15,11,146,146,Early,2.72,1.0,-4
SUP021,SHP003000,2024,8,6,90,90,Early,128.0,1.0,-2
SUP014,SHP003001,2023,13,11,119,119,Early,155.66,1.0,-2
SUP005,SHP003002,2024,18,20,232,232,Late,150.09,1.0,2
SUP009,SHP003003,2024,10,11,130,130,On-Time,106.83,1.0,1
SUP056,SHP003004,2023,15,16,132,132,On-Time,20.98,1.0,1
SUP045,SHP003005,2022,20,14,135,135,Early,107.31,1.0,-6
SUP001,SHP003006,2024,7,7,342,342,On-Time,25.73,1.0,0
SUP019,SHP003007,2023,12,9,419,419,Early,26.25,1.0,-3
SUP001,SHP003008,2024,4,3,112,112,On-Time,180.85,1.0,-1
SUP038,SHP003009,2023,20,17,408,408,Early,60.89,1.0,-3
SUP021,SHP003010,2023,11,10,81,81,On-Time,193.56,1.0,-1
SUP019,SHP003011,2023,9,10,440,440,On-Time,185.01,1.0,1
SUP016,SHP003012,2024,7,5,323,323,Early,45.55,1.0,-2
SUP029,SHP003013,2023,8,6,80,80,Early,157.21,1.0,-2
SUP032,SHP003014,2022,9,6,466,466,Early,20.93,1.0,-3
SUP042,SHP003015,2024,9,6,461,461,Early,83.13,1.0,-3
SUP028,SHP003016,2022,13,13,373,373,On-Time,197.42,1.0,0
SUP028,SHP003017,2022,18,17,426,426,On-Time,50.55,1.0,-1
SUP007,SHP003018,2023,7,5,394,394,Early,191.55,1.0,-2
SUP033,SHP003019,2024,4,1,97,97,Early,152.4,1.0,-3
SUP013,SHP003020,2024,11,15,398,398,Late,89.56,1.0,4
SUP004,SHP003021,2024,3,1,277,277,Early,83.29,1.0,-2
SUP045,SHP003022,2023,16,9,395,357,Early,96.44,0.9037974683544304,-7
SUP034,SHP003023,2024,11,7,418,418,Early,112.73,1.0,-4
SUP052,SHP003024,2023,10,13,219,219,Late,138.09,1.0,3
SUP024,SHP003025,2022,16,18,395,395,Late,144.69,1.0,2
SUP033,SHP003026,2023,6,6,371,280,On-Time,192.66,0.7547169811320755,0
SUP004,SHP003027,2023,17,21,106,79,Late,128.75,0.7452830188679245,4
SUP004,SHP003028,2022,8,9,487,487,On-Time,76.6,1.0,1
SUP007,SHP003029,2023,17,13,190,190,Early,117.68,1.0,-4
SUP047,SHP003030,2022,4,1,159,159,Early,9.63,1.0,-3
SUP045,SHP003031,2023,19,14,365,276,Early,101.0,0.7561643835616438,-5
SUP035,SHP003032,2022,17,13,188,188,Early,112.03,1.0,-4
SUP031,SHP003033,2022,8,9,430,430,On-Time,61.59,1.0,1
SUP016,SHP003034,2023,6,7,450,450,On-Time,63.66,1.0,1
SUP006,SHP003035,2023,19,18,429,429,On-Time,115.12,1.0,-1
SUP020,SHP003036,2022,15,12,208,208,Early,120.55,1.0,-3
SUP014,SHP003037,2023,20,17,498,417,Early,84.55,0.8373493975903614,-3
SUP038,SHP003038,2022,7,11,143,131,Late,53.32,0.916083916083916,4
SUP006,SHP003039,2023,6,10,197,197,Late,134.57,1.0,4
SUP021,SHP003040,2022,10,5,466,466,Early,52.02,1.0,-5
SUP006,SHP003041,2023,18,15,265,220,Early,6.87,0.8301886792452831,-3
SUP005,SHP003042,2023,10,9,205,186,On-Time,52.02,0.9073170731707317,-1
SUP017,SHP003043,2024,7,15,141,141,Late,193.95,1.0,8
SUP015,SHP003044,2024,3,1,166,144,Early,20.78,0.8674698795180723,-2
SUP028,SHP003045,2024,18,24,232,232,Late,42.08,1.0,6
SUP031,SHP003046,2024,18,18,464,464,On-Time,194.07,1.0,0
SUP035,SHP003047,2023,3,2,297,297,On-Time,164.93,1.0,-1
SUP027,SHP003048,2024,19,18,67,67,On-Time,132.16,1.0,-1
SUP011,SHP003049,2024,9,11,226,226,Late,19.96,1.0,2
SUP041,SHP003050,2024,4,10,412,412,Late,54.07,1.0,6
SUP007,SHP003051,2024,7,9,83,70,Late,53.21,0.8433734939759037,2
SUP052,SHP003052,2024,3,2,234,234,On-Time,138.56,1.0,-1
SUP001,SHP003053,2022,9,14,159,159,Late,185.0,1.0,5
SUP032,SHP003054,2022,12,9,205,205,Early,17.5,1.0,-3
SUP052,SHP003055,2024,12,10,275,275,Early,62.65,1.0,-2
SUP036,SHP003056,2022,13,13,247,247,On-Time,52.63,1.0,0
SUP005,SHP003057,2022,15,13,481,481,Early,168.55,1.0,-2
SUP036,SHP003058,2022,8,3,427,427,Early,54.92,1.0,-5
SUP030,SHP003059,2024,3,5,133,133,Late,39.68,1.0,2
SUP007,SHP003060,2024,5,1,168,168,Early,50.5,1.0,-4
SUP003,SHP003061,2022,7,8,470,470,On-Time,107.19,1.0,1
SUP040,SHP003062,2024,19,17,476,351,Early,146.5,0.7373949579831933,-2
SUP043,SHP003063,2024,13,12,147,147,On-Time,159.67,1.0,-1
SUP026,SHP003064,2023,13,12,365,365,On-Time,150.79,1.0,-1
SUP041,SHP003065,2024,15,15,50,50,On-Time,43.39,1.0,0
SUP034,SHP003066,2022,15,13,487,487,Early,150.51,1.0,-2
SUP021,SHP003067,2023,14,13,386,386,On-Time,2.82,1.0,-1
SUP028,SHP003068,2024,4,1,358,358,Early,155.4,1.0,-3
SUP020,SHP003069,2024,9,8,151,151,On-Time,9.14,1.0,-1
SUP009,SHP003070,2022,15,20,94,94,Late,36.61,1.0,5
SUP022,SHP003071,2024,17,18,444,444,On-Time,98.53,1.0,1
SUP049,SHP003072,2023,18,19,92,92,On-Time,36.62,1.0,1
SUP030,SHP003073,2024,13,10,360,360,Early,60.09,1.0,-3
SUP054,SHP003074,2022,20,19,166,166,On-Time,141.03,1.0,-1
SUP004,SHP003075,2022,15,17,359,313,Late,151.65,0.871866295264624,2
SUP027,SHP003076,2023,6,5,176,176,On-Time,5.69,1.0,-1
SUP042,SHP003077,2023,14,16,103,94,Late,120.83,0.912621359223301,2
SUP036,SHP003078,2024,18,16,416,416,Early,59.3,1.0,-2
SUP042,SHP003079,2022,19,14,279,279,Early,80.15,1.0,-5
SUP054,SHP003080,2022,18,17,194,194,On-Time,174.03,1.0,-1
SUP001,SHP003081,2023,9,10,337,337,On-Time,115.32,1.0,1
SUP010,SHP003082,2022,7,12,151,151,Late,175.25,1.0,5
SUP056,SHP003083,2023,3,1,289,289,Early,136.88,1.0,-2
SUP028,SHP003084,2024,13,15,376,376,Late,44.05,1.0,2
SUP053,SHP003085,2024,19,15,258,227,Early,101.26,0.8798449612403101,-4
SUP038,SHP003086,2022,16,19,484,484,Late,199.32,1.0,3
SUP043,SHP003087,2022,8,8,235,235,On-Time,50.37,1.0,0
SUP013,SHP003088,2023,10,4,339,339,Early,110.09,1.0,-6
SUP016,SHP003089,2024,17,20,110,110,Late,196.92,1.0,3
SUP060,SHP003090,2022,8,9,346,346,On-Time,115.54,1.0,1
SUP052,SHP003091,2024,19,20,163,163,On-Time,79.45,1.0,1
SUP047,SHP003092,2023,8,1,437,437,Early,186.75,1.0,-7
SUP005,SHP003093,2022,5,5,418,418,On-Time,32.49,1.0,0
SUP024,SHP003094,2022,8,11,135,135,Late,85.69,1.0,3
SUP017,SHP003095,2022,20,18,272,272,Early,59.85,1.0,-2
SUP012,SHP003096,2023,4,6,469,469,Late,172.19,1.0,2
SUP046,SHP003097,2023,16,15,256,256,On-Time,128.57,1.0,-1
SUP048,SHP003098,2024,7,7,480,480,On-Time,95.87,1.0,0
SUP013,SHP003099,2022,5,3,117,117,Early,70.34,1.0,-2
SUP001,SHP003100,2023,17,19,478,478,Late,116.7,1.0,2
SUP026,SHP003101,2024,15,14,152,152,On-Time,84.38,1.0,-1
SUP003,SHP003102,2024,5,4,304,304,On-Time,177.63,1.0,-1
SUP004,SHP003103,2024,12,7,269,269,Early,81.74,1.0,-5
SUP012,SHP003104,2024,12,9,460,460,Early,173.5,1.0,-3
SUP013,SHP003105,2023,20,19,203,203,On-Time,102.97,1.0,-1
SUP004,SHP003106,2022,9,15,69,69,Late,161.98,1.0,6
SUP012,SHP003107,2024,19,18,321,321,On-Time,45.25,1.0,-1
SUP033,SHP003108,2023,12,9,51,51,Early,22.7,1.0,-3
SUP028,SHP003109,2024,14,19,334,334,Late,3.85,1.0,5
SUP056,SHP003110,2024,18,15,93,93,Early,24.21,1.0,-3
SUP022,SHP003111,2022,12,10,179,179,Early,114.67,1.0,-2
SUP042,SHP003112,2022,14,13,477,477,On-Time,129.93,1.0,-1
SUP045,SHP003113,2024,17,13,334,334,Early,194.09,1.0,-4
SUP022,SHP003114,2023,11,9,69,69,Early,166.87,1.0,-2
SUP059,SHP003115,2022,5,8,237,237,Late,71.88,1.0,3
SUP045,SHP003116,2022,4,6,458,403,Late,71.87,0.8799126637554585,2
SUP002,SHP003117,2022,15,10,265,265,Early,35.29,1.0,-5
SUP044,SHP003118,2024,14,16,79,65,Late,42.33,0.8227848101265823,2
SUP021,SHP003119,2024,13,8,173,173,Early,45.88,1.0,-5
SUP059,SHP003120,2023,19,10,113,113,Early,169.03,1.0,-9
SUP054,SHP003121,2024,17,14,131,131,Early,87.43,1.0,-3
SUP009,SHP003122,2022,7,10,297,297,Late,199.91,1.0,3
SUP011,SHP003123,2024,20,19,420,420,On-Time,123.6,1.0,-1
SUP019,SHP003124,2022,15,11,131,131,Early,26.57,1.0,-4
SUP048,SHP003125,2023,3,3,183,183,On-Time,115.96,1.0,0
SUP007,SHP003126,2022,8,10,478,478,Late,99.4,1.0,2
SUP007,SHP003127,2023,20,19,256,256,On-Time,163.8,1.0,-1
SUP019,SHP003128,2023,15,21,263,263,Late,39.3,1.0,6
SUP051,SHP003129,2022,12,11,53,53,On-Time,193.42,1.0,-1
SUP010,SHP003130,2023,8,3,125,125,Early,32.77,1.0,-5
SUP002,SHP003131,2022,4,7,149,149,Late,36.54,1.0,3
SUP026,SHP003132,2023,8,5,375,375,Early,135.01,1.0,-3
SUP027,SHP003133,2024,4,2,183,151,Early,19.32,0.825136612021858,-2
SUP031,SHP003134,2023,9,10,160,160,On-Time,57.51,1.0,1
SUP003,SHP003135,2022,17,14,392,392,Early,198.85,1.0,-3
SUP007,SHP003136,2023,4,1,453,453,Early,123.92,1.0,-3
SUP021,SHP003137,2023,10,12,103,103,Late,46.48,1.0,2
SUP005,SHP003138,2024,10,6,86,86,Early,109.3,1.0,-4
SUP017,SHP003139,2022,14,14,498,498,On-Time,181.28,1.0,0
SUP021,SHP003140,2024,14,19,242,242,Late,42.22,1.0,5
SUP048,SHP003141,2024,15,24,387,387,Late,44.48,1.0,9
SUP038,SHP003142,2024,11,8,65,65,Early,121.36,1.0,-3
SUP037,SHP003143,2024,6,9,476,476,Late,153.45,1.0,3
SUP010,SHP003144,2024,15,12,338,338,Early,18.77,1.0,-3
SUP002,SHP003145,2024,16,12,186,186,Early,183.59,1.0,-4
SUP007,SHP003146,2022,20,22,445,445,Late,17.03,1.0,2
SUP056,SHP003147,2023,3,3,391,391,On-Time,101.58,1.0,0
SUP026,SHP003148,2024,18,17,356,356,On-Time,25.17,1.0,-1
SUP028,SHP003149,2023,17,7,479,479,Early,98.32,1.0,-10
SUP058,SHP003150,2024,9,7,301,301,Early,177.96,1.0,-2
SUP016,SHP003151,2024,5,1,263,263,Early,187.78,1.0,-4
SUP014,SHP003152,2024,18,18,329,329,On-Time,171.5,1.0,0
SUP055,SHP003153,2022,6,7,329,302,On-Time,141.74,0.9179331306990881,1
SUP048,SHP003154,2024,15,15,133,133,On-Time,146.5,1.0,0
SUP034,SHP003155,2022,19,19,334,334,On-Time,11.69,1.0,0
SUP010,SHP003156,2023,4,7,341,341,Late,38.03,1.0,3
SUP009,SHP003157,2022,11,11,138,138,On-Time,36.55,1.0,0
SUP009,SHP003158,2023,3,1,215,215,Early,40.14,1.0,-2
SUP055,SHP003159,2022,13,11,185,185,Early,181.51,1.0,-2
SUP009,SHP003160,2024,18,16,443,443,Early,147.07,1.0,-2
SUP018,SHP003161,2024,17,14,279,279,Early,29.93,1.0,-3
SUP003,SHP003162,2022,15,14,146,146,On-Time,129.75,1.0,-1
SUP003,SHP003163,2022,18,17,322,322,On-Time,194.85,1.0,-1
SUP021,SHP003164,2024,7,5,398,398,Early,26.16,1.0,-2
SUP015,SHP003165,2022,8,6,409,409,Early,22.73,1.0,-2
SUP056,SHP003166,2024,10,14,93,93,Late,184.46,1.0,4
SUP038,SHP003167,2022,4,1,447,447,Early,164.77,1.0,-3
SUP009,SHP003168,2022,7,2,187,187,Early,26.02,1.0,-5
SUP012,SHP003169,2023,19,18,458,458,On-Time,172.06,1.0,-1
SUP043,SHP003170,2024,19,14,138,138,Early,139.41,1.0,-5
SUP012,SHP003171,2022,14,16,214,214,Late,100.92,1.0,2
SUP004,SHP003172,2024,4,10,132,132,Late,5.57,1.0,6
SUP024,SHP003173,2024,10,16,499,499,Late,66.57,1.0,6
SUP025,SHP003174,2023,14,12,53,53,Early,60.15,1.0,-2
SUP009,SHP003175,2023,11,12,287,287,On-Time,61.37,1.0,1
SUP042,SHP003176,2022,10,11,435,435,On-Time,66.95,1.0,1
SUP002,SHP003177,2023,7,2,393,368,Early,64.83,0.9363867684478372,-5
SUP007,SHP003178,2024,5,3,174,174,Early,40.3,1.0,-2
SUP043,SHP003179,2023,10,9,202,202,On-Time,65.79,1.0,-1
SUP048,SHP003180,2022,5,2,456,456,Early,134.16,1.0,-3
SUP040,SHP003181,2024,10,9,419,419,On-Time,123.74,1.0,-1
SUP049,SHP003182,2024,14,16,467,467,Late,38.98,1.0,2
SUP003,SHP003183,2024,10,12,247,247,Late,68.08,1.0,2
SUP055,SHP003184,2023,10,9,477,477,On-Time,23.76,1.0,-1
SUP005,SHP003185,2023,14,16,232,232,Late,32.88,1.0,2
SUP008,SHP003186,2022,11,6,316,298,Early,73.13,0.9430379746835443,-5
SUP049,SHP003187,2023,17,18,120,120,On-Time,78.71,1.0,1
SUP014,SHP003188,2024,12,7,419,419,Early,92.26,1.0,-5
SUP017,SHP003189,2023,4,3,216,216,On-Time,38.72,1.0,-1
SUP035,SHP003190,2022,20,15,491,491,Early,64.69,1.0,-5
SUP020,SHP003191,2022,12,14,316,316,Late,148.92,1.0,2
SUP014,SHP003192,2022,3,11,346,346,Late,49.39,1.0,8
SUP015,SHP003193,2023,9,13,138,138,Late,176.73,1.0,4
SUP037,SHP003194,2023,4,1,355,355,Early,68.58,1.0,-3
SUP007,SHP003195,2023,20,18,360,360,Early,57.08,1.0,-2
SUP013,SHP003196,2023,16,12,157,157,Early,72.83,1.0,-4
SUP015,SHP003197,2023,13,16,382,382,Late,107.97,1.0,3
SUP042,SHP003198,2024,14,12,346,284,Early,83.03,0.8208092485549133,-2
SUP012,SHP003199,2024,15,13,192,192,Early,50.91,1.0,-2
SUP024,SHP003200,2022,7,5,240,240,Early,127.09,1.0,-2
SUP012,SHP003201,2024,4,1,272,272,Early,12.8,1.0,-3
SUP034,SHP003202,2023,18,15,197,197,Early,155.3,1.0,-3
SUP025,SHP003203,2023,15,18,486,486,Late,10.51,1.0,3
SUP008,SHP003204,2024,12,13,419,419,On-Time,158.31,1.0,1
SUP051,SHP003205,2023,14,10,119,119,Early,159.3,1.0,-4
SUP014,SHP003206,2024,15,14,180,180,On-Time,190.17,1.0,-1
SUP011,SHP003207,2022,20,18,146,146,Early,101.96,1.0,-2
SUP016,SHP003208,2024,16,17,89,89,On-Time,179.92,1.0,1
SUP047,SHP003209,2022,9,7,110,91,Early,5.89,0.8272727272727273,-2
SUP039,SHP003210,2022,13,12,462,462,On-Time,22.67,1.0,-1
SUP017,SHP003211,2023,7,8,81,81,On-Time,11.44,1.0,1
SUP022,SHP003212,2022,10,10,449,449,On-Time,138.05,1.0,0
SUP054,SHP003213,2023,9,6,241,241,Early,174.16,1.0,-3
SUP056,SHP003214,2022,17,15,101,101,Early,45.38,1.0,-2
SUP027,SHP003215,2023,17,16,166,166,On-Time,71.6,1.0,-1
SUP044,SHP003216,2023,14,11,226,226,Early,47.28,1.0,-3
SUP019,SHP003217,2022,11,8,441,330,Early,29.57,0.7482993197278912,-3
SUP022,SHP003218,2024,4,8,437,437,Late,84.56,1.0,4
SUP009,SHP003219,2023,14,9,161,161,Early,37.62,1.0,-5
SUP014,SHP003220,2022,14,11,214,150,Early,56.97,0.7009345794392523,-3
SUP020,SHP003221,2022,19,22,232,232,Late,97.32,1.0,3
SUP012,SHP003222,2023,6,4,289,289,Early,94.33,1.0,-2
SUP033,SHP003223,2024,13,15,162,147,Late,98.15,0.9074074074074074,2
SUP026,SHP003224,2024,20,19,414,414,On-Time,125.49,1.0,-1
SUP020,SHP003225,2024,14,11,402,402,Early,33.87,1.0,-3
SUP050,SHP003226,2024,13,13,336,336,On-Time,31.33,1.0,0
SUP052,SHP003227,2024,8,7,373,271,On-Time,30.37,0.7265415549597856,-1
SUP020,SHP003228,2024,9,6,298,298,Early,196.64,1.0,-3
SUP040,SHP003229,2022,11,5,220,220,Early,12.52,1.0,-6
SUP029,SHP003230,2022,13,8,448,346,Early,70.53,0.7723214285714286,-5
SUP028,SHP003231,2022,13,11,344,344,Early,9.08,1.0,-2
SUP051,SHP003232,2022,9,9,387,387,On-Time,127.25,1.0,0
SUP001,SHP003233,2024,6,7,116,116,On-Time,34.17,1.0,1
SUP012,SHP003234,2024,6,2,455,455,Early,40.27,1.0,-4
SUP017,SHP003235,2023,5,7,96,96,Late,148.12,1.0,2
SUP038,SHP003236,2022,4,3,169,169,On-Time,51.87,1.0,-1
SUP033,SHP003237,2022,18,17,286,286,On-Time,35.24,1.0,-1
SUP028,SHP003238,2022,10,9,180,180,On-Time,23.44,1.0,-1
SUP028,SHP003239,2024,19,21,326,326,Late,68.27,1.0,2
SUP013,SHP003240,2024,11,10,452,452,On-Time,73.02,1.0,-1
SUP018,SHP003241,2024,15,13,202,202,Early,44.37,1.0,-2
SUP012,SHP003242,2024,15,8,94,94,Early,167.91,1.0,-7
SUP048,SHP003243,2022,20,19,392,392,On-Time,90.54,1.0,-1
SUP004,SHP003244,2024,18,15,146,146,Early,144.59,1.0,-3
SUP047,SHP003245,2023,7,7,152,152,On-Time,192.42,1.0,0
SUP052,SHP003246,2024,9,8,53,53,On-Time,157.94,1.0,-1
SUP038,SHP003247,2022,18,17,400,400,On-Time,177.66,1.0,-1
SUP023,SHP003248,2022,18,18,176,176,On-Time,119.51,1.0,0
SUP016,SHP003249,2022,5,10,211,211,Late,130.22,1.0,5
SUP028,SHP003250,2022,11,12,483,483,On-Time,68.75,1.0,1
SUP049,SHP003251,2024,17,16,444,444,On-Time,76.77,1.0,-1
SUP030,SHP003252,2022,12,10,309,309,Early,125.68,1.0,-2
SUP041,SHP003253,2024,10,10,409,409,On-Time,148.5,1.0,0
SUP043,SHP003254,2024,15,18,79,69,Late,52.79,0.8734177215189873,3
SUP031,SHP003255,2024,6,5,151,151,On-Time,70.67,1.0,-1
SUP041,SHP003256,2024,5,7,285,285,Late,67.22,1.0,2
SUP058,SHP003257,2023,13,11,419,419,Early,57.23,1.0,-2
SUP056,SHP003258,2022,18,23,88,88,Late,191.0,1.0,5
SUP053,SHP003259,2022,14,18,57,57,Late,57.36,1.0,4
SUP016,SHP003260,2024,20,19,439,439,On-Time,56.93,1.0,-1
SUP018,SHP003261,2024,14,12,478,478,Early,169.48,1.0,-2
SUP043,SHP003262,2022,20,19,62,62,On-Time,187.88,1.0,-1
SUP037,SHP003263,2023,7,2,59,59,Early,173.29,1.0,-5
SUP036,SHP003264,2022,12,19,133,121,Late,187.63,0.9097744360902256,7
SUP041,SHP003265,2022,5,6,365,365,On-Time,8.63,1.0,1
SUP041,SHP003266,2023,5,2,415,415,Early,150.62,1.0,-3
SUP024,SHP003267,2022,20,16,448,448,Early,181.56,1.0,-4
SUP012,SHP003268,2024,17,23,84,84,Late,136.19,1.0,6
SUP040,SHP003269,2023,16,12,282,282,Early,155.1,1.0,-4
SUP031,SHP003270,2023,4,6,181,181,Late,118.04,1.0,2
SUP054,SHP003271,2023,16,17,472,472,On-Time,9.17,1.0,1
SUP015,SHP003272,2023,20,17,306,306,Early,23.01,1.0,-3
SUP023,SHP003273,2024,5,6,335,335,On-Time,194.0,1.0,1
SUP026,SHP003274,2023,8,8,400,400,On-Time,74.0,1.0,0
SUP054,SHP003275,2023,18,17,443,443,On-Time,77.35,1.0,-1
SUP050,SHP003276,2024,6,1,176,176,Early,77.53,1.0,-5
SUP006,SHP003277,2023,18,23,432,432,Late,66.65,1.0,5
SUP022,SHP003278,2024,8,5,74,57,Early,86.12,0.7702702702702703,-3
SUP045,SHP003279,2022,6,5,104,104,On-Time,191.16,1.0,-1
SUP012,SHP003280,2022,3,2,303,303,On-Time,199.23,1.0,-1
SUP025,SHP003281,2022,8,5,338,338,Early,137.67,1.0,-3
SUP026,SHP003282,2024,10,15,451,451,Late,149.28,1.0,5
SUP024,SHP003283,2024,7,12,485,485,Late,109.89,1.0,5
SUP053,SHP003284,2022,4,7,296,296,Late,109.55,1.0,3
SUP022,SHP003285,2024,13,17,249,249,Late,185.08,1.0,4
SUP037,SHP003286,2023,18,18,433,433,On-Time,19.35,1.0,0
SUP055,SHP003287,2023,10,9,271,238,On-Time,72.0,0.8782287822878229,-1
SUP005,SHP003288,2024,9,9,261,261,On-Time,171.69,1.0,0
SUP018,SHP003289,2023,16,9,77,77,Early,89.44,1.0,-7
SUP032,SHP003290,2022,7,8,250,250,On-Time,108.74,1.0,1
SUP049,SHP003291,2023,12,16,219,219,Late,142.17,1.0,4
SUP058,SHP003292,2024,3,5,402,402,Late,66.23,1.0,2
SUP025,SHP003293,2022,19,19,123,123,On-Time,26.55,1.0,0
SUP011,SHP003294,2023,12,10,284,284,Early,58.81,1.0,-2
SUP024,SHP003295,2024,9,8,311,311,On-Time,44.84,1.0,-1
SUP051,SHP003296,2024,19,20,164,164,On-Time,53.94,1.0,1
SUP016,SHP003297,2024,17,20,57,43,Late,197.12,0.7543859649122807,3
SUP056,SHP003298,2023,11,6,306,306,Early,129.39,1.0,-5
SUP041,SHP003299,2023,7,7,133,133,On-Time,72.68,1.0,0
SUP033,SHP003300,2022,6,8,260,260,Late,76.85,1.0,2
SUP004,SHP003301,2024,7,11,67,67,Late,170.08,1.0,4
SUP040,SHP003302,2024,13,12,127,127,On-Time,22.55,1.0,-1
SUP059,SHP003303,2024,9,8,82,82,On-Time,131.35,1.0,-1
SUP027,SHP003304,2024,15,9,126,110,Early,52.47,0.873015873015873,-6
SUP027,SHP003305,2023,4,3,429,429,On-Time,23.61,1.0,-1
SUP020,SHP003306,2022,3,6,318,318,Late,172.21,1.0,3
SUP007,SHP003307,2022,16,19,420,420,Late,161.05,1.0,3
SUP018,SHP003308,2024,3,1,95,95,Early,59.13,1.0,-2
SUP031,SHP003309,2023,20,19,129,129,On-Time,170.15,1.0,-1
SUP051,SHP003310,2022,11,13,488,488,Late,147.01,1.0,2
SUP024,SHP003311,2023,18,18,132,132,On-Time,43.36,1.0,0
SUP015,SHP003312,2024,9,6,233,233,Early,34.75,1.0,-3
SUP016,SHP003313,2024,20,19,120,120,On-Time,19.86,1.0,-1
SUP026,SHP003314,2023,14,9,172,172,Early,93.13,1.0,-5
SUP055,SHP003315,2023,13,18,214,214,Late,91.99,1.0,5
SUP038,SHP003316,2023,6,3,239,239,Early,125.22,1.0,-3
SUP045,SHP003317,2024,7,8,445,445,On-Time,70.81,1.0,1
SUP024,SHP003318,2022,6,1,253,253,Early,19.09,1.0,-5
SUP011,SHP003319,2022,3,1,55,55,Early,93.13,1.0,-2
SUP019,SHP003320,2022,15,11,230,230,Early,192.65,1.0,-4
SUP057,SHP003321,2023,11,12,456,456,On-Time,85.61,1.0,1
SUP029,SHP003322,2022,4,3,269,269,On-Time,36.75,1.0,-1
SUP050,SHP003323,2024,19,14,327,327,Early,134.95,1.0,-5
SUP018,SHP003324,2022,5,2,401,401,Early,41.39,1.0,-3
SUP060,SHP003325,2024,19,19,458,458,On-Time,122.85,1.0,0
SUP049,SHP003326,2023,6,5,165,149,On-Time,45.42,0.9030303030303031,-1
SUP026,SHP003327,2023,5,1,193,178,Early,150.44,0.9222797927461139,-4
SUP028,SHP003328,2023,7,7,221,221,On-Time,80.11,1.0,0
SUP047,SHP003329,2023,3,10,214,214,Late,166.52,1.0,7
SUP021,SHP003330,2023,20,30,398,398,Late,198.62,1.0,10
SUP043,SHP003331,2024,10,6,182,182,Early,30.96,1.0,-4
SUP015,SHP003332,2024,3,1,164,164,Early,129.98,1.0,-2
SUP022,SHP003333,2022,17,19,341,341,Late,96.29,1.0,2
SUP014,SHP003334,2024,20,15,247,247,Early,71.06,1.0,-5
SUP036,SHP003335,2024,4,8,188,188,Late,3.9,1.0,4
SUP038,SHP003336,2022,17,16,79,79,On-Time,175.23,1.0,-1
SUP045,SHP003337,2024,14,15,495,495,On-Time,11.24,1.0,1
SUP045,SHP003338,2024,4,1,346,346,Early,15.37,1.0,-3
SUP045,SHP003339,2022,19,17,56,56,Early,149.72,1.0,-2
SUP060,SHP003340,2023,7,8,409,409,On-Time,76.2,1.0,1
SUP027,SHP003341,2023,4,1,196,196,Early,122.17,1.0,-3
SUP009,SHP003342,2023,11,12,474,474,On-Time,12.19,1.0,1
SUP049,SHP003343,2022,12,10,359,359,Early,57.79,1.0,-2
SUP041,SHP003344,2024,4,1,92,92,Early,60.87,1.0,-3
SUP057,SHP003345,2022,16,18,499,499,Late,93.07,1.0,2
SUP050,SHP003346,2024,13,14,156,156,On-Time,153.72,1.0,1
SUP037,SHP003347,2024,16,13,247,247,Early,129.83,1.0,-3
SUP036,SHP003348,2024,8,4,257,257,Early,91.04,1.0,-4
SUP057,SHP003349,2022,8,7,377,348,On-Time,49.33,0.9230769230769231,-1
SUP022,SHP003350,2024,6,13,492,492,Late,164.32,1.0,7
SUP048,SHP003351,2024,14,20,328,259,Late,170.78,0.7896341463414634,6
SUP016,SHP003352,2024,11,11,435,435,On-Time,2.81,1.0,0
SUP010,SHP003353,2023,19,19,299,299,On-Time,58.69,1.0,0
SUP019,SHP003354,2023,13,17,499,499,Late,167.16,1.0,4
SUP013,SHP003355,2024,6,7,316,316,On-Time,69.49,1.0,1
SUP057,SHP003356,2023,8,7,92,92,On-Time,187.51,1.0,-1
SUP059,SHP003357,2024,20,23,95,95,Late,194.59,1.0,3
SUP046,SHP003358,2024,3,1,437,437,Early,146.96,1.0,-2
SUP049,SHP003359,2024,8,13,284,284,Late,135.94,1.0,5
SUP025,SHP003360,2022,8,6,302,302,Early,11.17,1.0,-2
SUP032,SHP003361,2024,7,1,327,327,Early,4.54,1.0,-6
SUP060,SHP003362,2022,4,3,287,287,On-Time,51.05,1.0,-1
SUP038,SHP003363,2024,3,7,110,110,Late,140.14,1.0,4
